address,latitude,longitude,city,state,postal_code,price,price_sqft,#bedrooms,#bathrooms,sqft,url
3777 Peachtree Rd #1132,33.856901,-84.348353,Brookhaven,GA,30319,252000,217,2,2,1160,https://www.zillow.com/homedetails/3777-Peachtree-Rd-1132-Brookhaven-GA-30319/2091828517_zpid/
1 Biscayne Dr NW UNIT 503,33.815546,-84.392716,ATLANTA,GA,30309,249000,207,2,2,1200,https://www.zillow.com/homedetails/1-Biscayne-Dr-NW-UNIT-503-Atlanta-GA-30309/35900743_zpid/
1 Biscayne Dr NW UNIT 709,33.815546,-84.392716,ATLANTA,GA,30309,164000,200,1,1,820,https://www.zillow.com/homedetails/1-Biscayne-Dr-NW-UNIT-709-Atlanta-GA-30309/35900773_zpid/
1 Dr NW # 102,33.7958,-84.3877,Atlanta,GA,30309,162000,180,1,1,900,https://www.zillow.com/homedetails/1-Dr-NW-102-Atlanta-GA-30309/35900694_zpid/
1 Dr NW # 106,33.7958,-84.3877,Atlanta,GA,30309,147000,196,1,1,750,https://www.zillow.com/homedetails/1-Dr-NW-106-Atlanta-GA-30309/35900698_zpid/
1 Dr NW SUITE 104,33.7958,-84.3877,Atlanta,GA,30309,157000,209,1,1,750,https://www.zillow.com/homedetails/1-Dr-NW-SUITE-104-Atlanta-GA-30309/35900696_zpid/
1 Dr NW SUITE 204,33.7958,-84.3877,Atlanta,GA,30309,173000,230,1,1,749,https://www.zillow.com/homedetails/1-Dr-NW-SUITE-204-Atlanta-GA-30309/35900708_zpid/
1 Habersham Way NW,33.836559,-84.391441,ATLANTA,GA,30305,778000,148,4,6,5234,https://www.zillow.com/homedetails/1-Habersham-Way-NW-Atlanta-GA-30305/35901983_zpid/
1 Queen Victoria Pl NE,33.870052,-84.383838,ATLANTA,GA,30342,327500,303,2,3,1080,https://www.zillow.com/homedetails/1-Queen-Victoria-Pl-NE-Atlanta-GA-30342/35941953_zpid/
10 Battle Ridge Dr,33.890222,-84.361106,SANDY SPRINGS,GA,30342,480000,128,5,4,3742,https://www.zillow.com/homedetails/10-Battle-Ridge-Dr-Sandy-Springs-GA-30342/35927015_zpid/
10 Carlton Dr NE,33.872605,-84.387157,ATLANTA,GA,30342,678000,298,4,2,2268,https://www.zillow.com/homedetails/10-Carlton-Dr-NE-Atlanta-GA-30342/35941811_zpid/
10 Johnson Rd NW,33.780448,-84.454742,ATLANTA,GA,30318,76000,59,3,1,1283,https://www.zillow.com/homedetails/10-Johnson-Rd-NW-Atlanta-GA-30318/35921157_zpid/
10 Normandy Ct NE,33.830919,-84.354514,ATLANTA,GA,30324,243000,156,3,2,1550,https://www.zillow.com/homedetails/10-Normandy-Ct-NE-Atlanta-GA-30324/35935669_zpid/
10 Peachtree Battle Ave NW,33.819534,-84.390805,ATLANTA,GA,30305,975000,307,4,4,3170,https://www.zillow.com/homedetails/10-Peachtree-Battle-Ave-NW-Atlanta-GA-30305/35900569_zpid/
10 Perimeter Summit Blvd NE,33.914105,-84.340942,Atlanta,GA,30319,235000,233,2,2,1008,https://www.zillow.com/homedetails/10-Perimeter-Summit-Blvd-NE-Atlanta-GA-30319/70833589_zpid/
10 Perimeter Summit Blvd NE,33.914105,-84.340942,Atlanta,GA,30319,235000,199,2,2,1179,https://www.zillow.com/homedetails/10-Perimeter-Summit-Blvd-NE-Atlanta-GA-30319/70829015_zpid/
10 Perimeter Summit Blvd NE,33.914393,-84.339774,Atlanta,GA,30319,233000,197,2,2,1179,https://www.zillow.com/homedetails/10-Perimeter-Summit-Blvd-NE-Atlanta-GA-30319/70837071_zpid/
10 Perimeter Summit Blvd NE,33.914105,-84.340942,Atlanta,GA,30319,232000,215,2,2,1079,https://www.zillow.com/homedetails/10-Perimeter-Summit-Blvd-NE-Atlanta-GA-30319/70829117_zpid/
10 Perimeter Summit Blvd NE,33.914105,-84.340942,Atlanta,GA,30319,231000,216,2,2,1069,https://www.zillow.com/homedetails/10-Perimeter-Summit-Blvd-NE-Atlanta-GA-30319/70833725_zpid/
10 Perimeter Summit Blvd NE,33.914105,-84.340942,Atlanta,GA,30319,229000,212,2,2,1080,https://www.zillow.com/homedetails/10-Perimeter-Summit-Blvd-NE-Atlanta-GA-30319/70835728_zpid/
10 Perimeter Summit Blvd NE,33.914105,-84.340942,Atlanta,GA,30319,226000,209,2,2,1079,https://www.zillow.com/homedetails/10-Perimeter-Summit-Blvd-NE-Atlanta-GA-30319/70829673_zpid/
10 Perimeter Summit Blvd NE,33.914105,-84.340942,Atlanta,GA,30319,226000,209,2,2,1079,https://www.zillow.com/homedetails/10-Perimeter-Summit-Blvd-NE-Atlanta-GA-30319/70830243_zpid/
10 Perimeter Summit Blvd NE,33.914105,-84.340942,Atlanta,GA,30319,187000,196,2,1,952,https://www.zillow.com/homedetails/10-Perimeter-Summit-Blvd-NE-Atlanta-GA-30319/70836831_zpid/
10 Perimeter Summit Blvd NE,33.914105,-84.340942,Atlanta,GA,30319,185000,194,1,1,952,https://www.zillow.com/homedetails/10-Perimeter-Summit-Blvd-NE-Atlanta-GA-30319/70839963_zpid/
10 Perimeter Summit Blvd NE,33.914105,-84.340942,Atlanta,GA,30319,185000,194,2,1,952,https://www.zillow.com/homedetails/10-Perimeter-Summit-Blvd-NE-Atlanta-GA-30319/70829277_zpid/
10 Perimeter Summit Blvd NE,33.914105,-84.340942,Atlanta,GA,30319,172500,181,2,1,952,https://www.zillow.com/homedetails/10-Perimeter-Summit-Blvd-NE-Atlanta-GA-30319/70838511_zpid/
10 Perimeter Summit Blvd NE,33.914105,-84.340942,Atlanta,GA,30319,155000,239,1,1,648,https://www.zillow.com/homedetails/10-Perimeter-Summit-Blvd-NE-Atlanta-GA-30319/70836956_zpid/
10 Perimeter Summit Blvd NE,33.914105,-84.340942,Atlanta,GA,30319,150000,192,1,1,780,https://www.zillow.com/homedetails/10-Perimeter-Summit-Blvd-NE-Atlanta-GA-30319/70830143_zpid/
10 Perimeter Summit Blvd NE APT 1209,33.914314,-84.340735,Brookhaven,GA,30319,235000,199,2,2,1179,https://www.zillow.com/homedetails/10-Perimeter-Summit-Blvd-NE-APT-1209-Brookhaven-GA-30319/2094196212_zpid/
10 Perimeter Summit Blvd NE APT 1409,33.914314,-84.340735,Brookhaven,GA,30319,233000,197,2,2,1179,https://www.zillow.com/homedetails/10-Perimeter-Summit-Blvd-NE-APT-1409-Brookhaven-GA-30319/2092993780_zpid/
10 Perimeter Summit Blvd NE APT 2204,33.91369,-84.341393,Brookhaven,GA,30319,226000,209,2,2,1079,https://www.zillow.com/homedetails/10-Perimeter-Summit-Blvd-NE-APT-2204-Brookhaven-GA-30319/2092234895_zpid/
10 Perimeter Summit Blvd NE APT 2409,33.913469,-84.341078,Brookhaven,GA,30319,180000,189,2,1,952,https://www.zillow.com/homedetails/10-Perimeter-Summit-Blvd-NE-APT-2409-Brookhaven-GA-30319/2098605258_zpid/
10 Perimeter Summit Blvd NE APT 2410,33.913429,-84.34109,Brookhaven,GA,30319,155000,239,1,1,648,https://www.zillow.com/homedetails/10-Perimeter-Summit-Blvd-NE-APT-2410-Brookhaven-GA-30319/2092413151_zpid/
10 Perimeter Summit Blvd NE APT 3107,33.913113,-84.340401,Brookhaven,GA,30319,181000,190,2,1,952,https://www.zillow.com/homedetails/10-Perimeter-Summit-Blvd-NE-APT-3107-Brookhaven-GA-30319/2092487612_zpid/
10 Perimeter Summit Blvd NE APT 3302,33.913223,-84.340798,Brookhaven,GA,30319,150000,231,1,1,648,https://www.zillow.com/homedetails/10-Perimeter-Summit-Blvd-NE-APT-3302-Brookhaven-GA-30319/2092747356_zpid/
10 Perimeter Summit Blvd NE APT 3409,33.912974,-84.340458,Brookhaven,GA,30319,232000,215,2,2,1079,https://www.zillow.com/homedetails/10-Perimeter-Summit-Blvd-NE-APT-3409-Brookhaven-GA-30319/2093947849_zpid/
10 Perimeter Summit Blvd NE APT 4106,33.91391,-84.340335,Brookhaven,GA,30319,235000,219,2,2,1071,https://www.zillow.com/homedetails/10-Perimeter-Summit-Blvd-NE-APT-4106-Brookhaven-GA-30319/2092452595_zpid/
10 Perimeter Summit Blvd NE APT 4119,33.914028,-84.339725,Brookhaven,GA,30319,220000,203,2,2,1079,https://www.zillow.com/homedetails/10-Perimeter-Summit-Blvd-NE-APT-4119-Brookhaven-GA-30319/2092935439_zpid/
10 Perimeter Summit Blvd NE APT 4126,33.914395,-84.339759,Brookhaven,GA,30319,129500,199,1,1,648,https://www.zillow.com/homedetails/10-Perimeter-Summit-Blvd-NE-APT-4126-Brookhaven-GA-30319/2096296526_zpid/
10 Perimeter Summit Blvd NE APT 4201,33.91396,-84.340543,Brookhaven,GA,30319,229000,212,2,2,1079,https://www.zillow.com/homedetails/10-Perimeter-Summit-Blvd-NE-APT-4201-Brookhaven-GA-30319/2092359029_zpid/
10 Perimeter Summit Blvd NE APT 4205,33.91408,-84.34038,Brookhaven,GA,30319,231000,216,2,2,1069,https://www.zillow.com/homedetails/10-Perimeter-Summit-Blvd-NE-APT-4205-Brookhaven-GA-30319/2092859798_zpid/
10 Perimeter Summit Blvd NE APT 4242,33.914395,-84.339759,Brookhaven,GA,30319,200000,185,2,2,1079,https://www.zillow.com/homedetails/10-Perimeter-Summit-Blvd-NE-APT-4242-Brookhaven-GA-30319/2102368600_zpid/
10 Perimeter Summit Blvd NE APT 4319,33.914028,-84.339725,Brookhaven,GA,30319,222000,205,2,2,1079,https://www.zillow.com/homedetails/10-Perimeter-Summit-Blvd-NE-APT-4319-Brookhaven-GA-30319/2092430616_zpid/
10 Perimeter Summit Blvd NE APT 4433,33.913473,-84.339661,Brookhaven,GA,30319,226000,209,2,2,1079,https://www.zillow.com/homedetails/10-Perimeter-Summit-Blvd-NE-APT-4433-Brookhaven-GA-30319/2093826085_zpid/
10 Perimeter Summit Blvd NE UNIT 3104,33.913216,-84.340651,Brookhaven,GA,30319,187000,196,2,1,952,https://www.zillow.com/homedetails/10-Perimeter-Summit-Blvd-NE-UNIT-3104-Brookhaven-GA-30319/2091155334_zpid/
10 Perimeter Summit Blvd NE UNIT 3405,33.913222,-84.34056,Brookhaven,GA,30319,185000,194,2,1,952,https://www.zillow.com/homedetails/10-Perimeter-Summit-Blvd-NE-UNIT-3405-Brookhaven-GA-30319/2091916296_zpid/
10 Pointe Ter SE,33.869643,-84.462546,ATLANTA,GA,30339,485000,163,4,3,2960,https://www.zillow.com/homedetails/10-Pointe-Ter-SE-Atlanta-GA-30339/14319031_zpid/
10 Vernon Rd NW,33.830434,-84.390836,ATLANTA,GA,30305,1450000,453,3,3,3196,https://www.zillow.com/homedetails/10-Vernon-Rd-NW-Atlanta-GA-30305/35902042_zpid/
100 Alden Ave NW APT C4,33.801207,-84.397722,ATLANTA,GA,30309,169000,260,1,1,650,https://www.zillow.com/homedetails/100-Alden-Ave-NW-APT-C4-Atlanta-GA-30309/65469727_zpid/
100 Arcadia Cir NW,33.758097,-84.428152,ATLANTA,GA,30314,13000,16,2,1,794,https://www.zillow.com/homedetails/100-Arcadia-Cir-NW-Atlanta-GA-30314/35844838_zpid/
100 Biscayne Dr NW APT A2,33.815757,-84.394984,Atlanta,GA,30309,169900,163,2,1.5,1036,https://www.zillow.com/homedetails/100-Biscayne-Dr-NW-APT-A2-Atlanta-GA-30309/35901024_zpid/
100 Biscayne Dr NW APT C2,33.815757,-84.394984,Atlanta,GA,30309,170000,164,2,2,1036,https://www.zillow.com/homedetails/100-Biscayne-Dr-NW-APT-C2-Atlanta-GA-30309/35901036_zpid/
100 Biscayne Dr NW APT D1,33.815757,-84.394984,Atlanta,GA,30309,70000,189,1,1,740,https://www.zillow.com/homedetails/100-Biscayne-Dr-NW-APT-D1-Atlanta-GA-30309/35901041_zpid/
100 Bransford Rd,33.903975,-84.364025,SANDY SPRINGS,GA,30342,545000,166,4,4,3271,https://www.zillow.com/homedetails/100-Bransford-Rd-Sandy-Springs-GA-30342/35926696_zpid/
100 Breakwater Cir,33.94017,-84.397957,SANDY SPRINGS,GA,30328,450000,103,5,5,6300,https://www.zillow.com/homedetails/100-Breakwater-Cir-Sandy-Springs-GA-30328/35905067_zpid/
100 Brickworks Cir NE # 102,33.759112,-84.362595,ATLANTA,GA,30307,463000,283,3,3,1636,https://www.zillow.com/homedetails/100-Brickworks-Cir-NE-102-Atlanta-GA-30307/65460875_zpid/
100 Lafayette Dr NE,33.789914,-84.378816,ATLANTA,GA,30309,1680000,347,5,5,4816,https://www.zillow.com/homedetails/100-Lafayette-Dr-NE-Atlanta-GA-30309/35897931_zpid/
100 Lake Forrest Ln NE,33.874859,-84.385223,ATLANTA,GA,30342,745000,416,3,2,1790,https://www.zillow.com/homedetails/100-Lake-Forrest-Ln-NE-Atlanta-GA-30342/35941721_zpid/
100 Mattison Cv,33.884178,-84.353319,ATLANTA,GA,30319,805650,188,4,5,4274,https://www.zillow.com/homedetails/100-Mattison-Cv-Atlanta-GA-30319/65465451_zpid/
100 Peachtree Way NE,33.827811,-84.383903,ATLANTA,GA,30305,950000,294,3,3,3230,https://www.zillow.com/homedetails/100-Peachtree-Way-NE-Atlanta-GA-30305/35896077_zpid/
100 Riversedge Dr UNIT 124,33.899826,-84.440275,ATLANTA,GA,30339,810000,255,3,3.25,3170,https://www.zillow.com/homedetails/100-Riversedge-Dr-UNIT-124-Atlanta-GA-30339/112432744_zpid/
100 Windsor Cv,33.928688,-84.386821,ATLANTA,GA,30328,780000,,5,4,--,https://www.zillow.com/homedetails/100-Windsor-Cv-Atlanta-GA-30328/65470042_zpid/
1000 1135,33.874,-84.4665,Atlanta,GA,30339,261000,191,2,2,1363,https://www.zillow.com/homedetails/1000-1135-Atlanta-GA-30339/89578412_zpid/
1000 1203,33.8751,-84.5037,Smyrna,GA,30080,215000,182,2,2,1175,https://www.zillow.com/homedetails/1000-1203-Smyrna-GA-30080/87687559_zpid/
1000 1403,33.8751,-84.5037,Smyrna,GA,30080,230000,195,2,2,1175,https://www.zillow.com/homedetails/1000-1403-Smyrna-GA-30080/87688356_zpid/
1000 1406,33.8752,-84.5035,Smyrna,GA,30080,223000,166,2,2,1339,https://www.zillow.com/homedetails/1000-1406-Smyrna-GA-30080/87681858_zpid/
1000 1409,33.8751,-84.5037,Smyrna,GA,30080,257500,170,3,2,1508,https://www.zillow.com/homedetails/1000-1409-Smyrna-GA-30080/87677689_zpid/
1000 1530,33.862793,-84.472327,Atlanta,GA,30339,284000,208,2,2,1363,https://www.zillow.com/homedetails/1000-1530-Atlanta-GA-30339/89575839_zpid/
1000 1540,33.874,-84.4665,Atlanta,GA,30339,305000,191,2,3,1594,https://www.zillow.com/homedetails/1000-1540-Atlanta-GA-30339/89577595_zpid/
1000 Desoto St NW,33.757242,-84.420375,ATLANTA,GA,30314,15000,11,3,1.5,1305,https://www.zillow.com/homedetails/1000-Desoto-St-NW-Atlanta-GA-30314/35834352_zpid/
1000 Edison Gdns NE,33.832716,-84.352825,ATLANTA,GA,30324,1050000,167,5,7,6270,https://www.zillow.com/homedetails/1000-Edison-Gdns-NE-Atlanta-GA-30324/35936071_zpid/
1000 Manorwood Ct,33.949141,-84.353414,Atlanta,GA,30328,479000,165,5,4,2896,https://www.zillow.com/homedetails/1000-Manorwood-Ct-Atlanta-GA-30328/2093101834_zpid/
1000 Manorwood Ct # 1,33.949141,-84.353414,ATLANTA,GA,30328,479000,165,5,3.5,2896,https://www.zillow.com/homedetails/1000-Manorwood-Ct-1-Atlanta-GA-30328/69367368_zpid/
1000 Margaret Pl NW,33.784658,-84.453227,ATLANTA,GA,30318,28000,27,3,1,1008,https://www.zillow.com/homedetails/1000-Margaret-Pl-NW-Atlanta-GA-30318/35921180_zpid/
1000 Williams Mill Rd NE,33.769574,-84.354815,ATLANTA,GA,30306,485000,253,2,1,1912,https://www.zillow.com/homedetails/1000-Williams-Mill-Rd-NE-Atlanta-GA-30306/35847779_zpid/
1001 Dunbar Dr,33.927146,-84.301979,ATLANTA,GA,30338,130350,130,1,1,1002,https://www.zillow.com/homedetails/1001-Dunbar-Dr-Atlanta-GA-30338/14579941_zpid/
1001 Edison Gdns NE,33.832299,-84.352667,ATLANTA,GA,30324,875000,136,6,6,6424,https://www.zillow.com/homedetails/1001-Edison-Gdns-NE-Atlanta-GA-30324/35936070_zpid/
1001 Mclynn Ave NE,33.788402,-84.354289,ATLANTA,GA,30306,884000,352,3,3,2506,https://www.zillow.com/homedetails/1001-Mclynn-Ave-NE-Atlanta-GA-30306/35918941_zpid/
1001 Welch St SE,33.707681,-84.355838,ATLANTA,GA,30315,22000,22,2,1,1000,https://www.zillow.com/homedetails/1001-Welch-St-SE-Atlanta-GA-30315/35889413_zpid/
1002 Ashby Grv SW,33.749659,-84.420505,ATLANTA,GA,30314,16000,12,3,2,1289,https://www.zillow.com/homedetails/1002-Ashby-Grv-SW-Atlanta-GA-30314/35835018_zpid/
1002 Madison Ln SE,33.883173,-84.523838,SMYRNA,GA,30080,167750,129,2,2,1300,https://www.zillow.com/homedetails/1002-Madison-Ln-SE-Smyrna-GA-30080/89575478_zpid/
1002 Summit North Dr NE,33.828313,-84.361837,Atlanta,GA,30324,180000,140,2,2,1280,https://www.zillow.com/homedetails/1002-Summit-North-Dr-NE-Atlanta-GA-30324/65466826_zpid/
1003 N Ave NE,33.770829,-84.354564,Atlanta,GA,30306,975000,239,4,4,4074,https://www.zillow.com/homedetails/1003-N-Ave-NE-Atlanta-GA-30306/35847686_zpid/
1003 Shady Valley Pl NE,33.834579,-84.348287,ATLANTA,GA,30324,100,,3,4,2126,https://www.zillow.com/homedetails/1003-Shady-Valley-Pl-NE-Atlanta-GA-30324/14542868_zpid/
1004 Mcdaniel St SW,33.727526,-84.401377,Atlanta,GA,30310,40000,35,2,1,1142,https://www.zillow.com/homedetails/1004-Mcdaniel-St-SW-Atlanta-GA-30310/35890787_zpid/
1005 Chastain Park Ct NE,33.87738,-84.383015,ATLANTA,GA,30342,160000,175,2,2,913,https://www.zillow.com/homedetails/1005-Chastain-Park-Ct-NE-Atlanta-GA-30342/65467793_zpid/
1005 Mayson Turner Rd NW,33.760697,-84.41879,ATLANTA,GA,30314,43000,24,5,2,1730,https://www.zillow.com/homedetails/1005-Mayson-Turner-Rd-NW-Atlanta-GA-30314/35834307_zpid/
1005 Northcliffe Dr NW,33.819694,-84.420424,ATLANTA,GA,30318,720000,327,4,3,2200,https://www.zillow.com/homedetails/1005-Northcliffe-Dr-NW-Atlanta-GA-30318/35915302_zpid/
1005 W Kingston Dr,33.899726,-84.354345,ATLANTA,GA,30342,1690000,331,5,5.5,5089,https://www.zillow.com/homedetails/1005-W-Kingston-Dr-Atlanta-GA-30342/35909616_zpid/
1006 Summit North Dr NE,33.828313,-84.361837,ATLANTA,GA,30324,145000,113,2,2,1280,https://www.zillow.com/homedetails/1006-Summit-North-Dr-NE-Atlanta-GA-30324/65466830_zpid/
1007 Camelot Dr,33.601682,-84.474389,ATLANTA,GA,30349,37000,40,2,2,920,https://www.zillow.com/homedetails/1007-Camelot-Dr-Atlanta-GA-30349/35827641_zpid/
1007 Dunbar Dr,33.927178,-84.302008,ATLANTA,GA,30338,131000,130,1,1.5,1002,https://www.zillow.com/homedetails/1007-Dunbar-Dr-Atlanta-GA-30338/14579945_zpid/
1008 Herndon St NW,33.782486,-84.423181,ATLANTA,GA,30318,25000,38,3,1,650,https://www.zillow.com/homedetails/1008-Herndon-St-NW-Atlanta-GA-30318/35916599_zpid/
1008 Lena St NW,33.756418,-84.42091,ATLANTA,GA,30314,100000,47,3,2.5,2106,https://www.zillow.com/homedetails/1008-Lena-St-NW-Atlanta-GA-30314/65463494_zpid/
1008 Liberty Pkwy NW,33.817014,-84.44408,ATLANTA,GA,30318,242000,182,3,4,1326,https://www.zillow.com/homedetails/1008-Liberty-Pkwy-NW-Atlanta-GA-30318/69380760_zpid/
1008 Rosewood Dr NE,33.785745,-84.354163,ATLANTA,GA,30306,1200000,333,4,3,3583,https://www.zillow.com/homedetails/1008-Rosewood-Dr-NE-Atlanta-GA-30306/35895409_zpid/
1009 Adair Ave NE,33.779979,-84.354412,ATLANTA,GA,30306,1180000,341,4,3,3444,https://www.zillow.com/homedetails/1009-Adair-Ave-NE-Atlanta-GA-30306/35895864_zpid/
1009 Palmetto Ave SW,33.751996,-84.420937,ATLANTA,GA,30314,62500,48,2,1,1282,https://www.zillow.com/homedetails/1009-Palmetto-Ave-SW-Atlanta-GA-30314/35834661_zpid/
1009 Rosedale Rd NE,33.782136,-84.347698,ATLANTA,GA,30306,719000,359,3,2,2000,https://www.zillow.com/homedetails/1009-Rosedale-Rd-NE-Atlanta-GA-30306/54452786_zpid/
101 Mount Paran Rd NE,33.897153,-84.384958,ATLANTA,GA,30342,547000,194,4,3,2819,https://www.zillow.com/homedetails/101-Mount-Paran-Rd-NE-Atlanta-GA-30342/35940734_zpid/
101 Pine Tree Trl,33.567403,-84.482393,Atlanta,GA,30349,52500,31,4,2,1688,https://www.zillow.com/homedetails/101-Pine-Tree-Trl-Atlanta-GA-30349/2101437635_zpid/
1010 Mcdaniel St SW,33.72732,-84.401378,ATLANTA,GA,30310,156000,98,3,2.5,1590,https://www.zillow.com/homedetails/1010-Mcdaniel-St-SW-Atlanta-GA-30310/69346740_zpid/
1010 Palmetto Ave SW,33.751613,-84.420859,ATLANTA,GA,30314,72000,61,3,2,1169,https://www.zillow.com/homedetails/1010-Palmetto-Ave-SW-Atlanta-GA-30314/35834678_zpid/
1010 Westmont Rd SW,33.727654,-84.437092,ATLANTA,GA,30311,152310,87,3,3,1750,https://www.zillow.com/homedetails/1010-Westmont-Rd-SW-Atlanta-GA-30311/35841397_zpid/
1011 Camelot Dr,33.602114,-84.475372,ATLANTA,GA,30349,26000,28,2,2,920,https://www.zillow.com/homedetails/1011-Camelot-Dr-Atlanta-GA-30349/35827645_zpid/
1011 Hubbard St SW,33.72743,-84.402626,ATLANTA,GA,30310,1,,3,1,990,https://www.zillow.com/homedetails/1011-Hubbard-St-SW-Atlanta-GA-30310/35890717_zpid/
1012 Braemar Ave SW,33.728347,-84.495032,ATLANTA,GA,30311,180000,102,3,3,1764,https://www.zillow.com/homedetails/1012-Braemar-Ave-SW-Atlanta-GA-30311/35870041_zpid/
1012 Willowood Ln SW,33.727978,-84.540138,ATLANTA,GA,30331,385000,104,4,4,3773,https://www.zillow.com/homedetails/1012-Willowood-Ln-SW-Atlanta-GA-30331/69365493_zpid/
1013 Afton Way SE,33.88747,-84.480636,SMYRNA,GA,30080,180000,140,2,3,1280,https://www.zillow.com/homedetails/1013-Afton-Way-SE-Smyrna-GA-30080/14313981_zpid/
1013 Peeples St SW,33.727534,-84.422846,ATLANTA,GA,30310,75000,48,2,2,1544,https://www.zillow.com/homedetails/1013-Peeples-St-SW-Atlanta-GA-30310/35835902_zpid/
1013 Washington Heights Ter NW,33.760928,-84.420698,ATLANTA,GA,30314,86000,90,5,2,1435,https://www.zillow.com/homedetails/1013-Washington-Heights-Ter-NW-Atlanta-GA-30314/35834187_zpid/
1014 Dunbar Dr,33.927398,-84.301743,ATLANTA,GA,30338,129000,128,1,1,1002,https://www.zillow.com/homedetails/1014-Dunbar-Dr-Atlanta-GA-30338/14579952_zpid/
1014 Riverbend Club Dr SE,33.897508,-84.44478,ATLANTA,GA,30339,299900,221,2,1.5,1352,https://www.zillow.com/homedetails/1014-Riverbend-Club-Dr-SE-Atlanta-GA-30339/14320522_zpid/
1014 Vinings Forest Ln SE,33.876934,-84.504994,SMYRNA,GA,30080,185000,146,2,2,1263,https://www.zillow.com/homedetails/1014-Vinings-Forest-Ln-SE-Smyrna-GA-30080/60156040_zpid/
1015 Ada Ave NW,33.782129,-84.464047,ATLANTA,GA,30318,170000,89,8,6,1892,https://www.zillow.com/homedetails/1015-Ada-Ave-NW-Atlanta-GA-30318/88063370_zpid/
1015 Avon Ave SW SUITE D1,33.722382,-84.420925,Atlanta,GA,30310,80000,82,2,1,966,https://www.zillow.com/homedetails/1015-Avon-Ave-SW-SUITE-D1-Atlanta-GA-30310/55019715_zpid/
1015 Canter Rd NE,33.841077,-84.354086,ATLANTA,GA,30324,363000,206,2,2,1755,https://www.zillow.com/homedetails/1015-Canter-Rd-NE-Atlanta-GA-30324/35938532_zpid/
1015 Forest Overlook Trl SW,33.723068,-84.546853,ATLANTA,GA,30331,387500,86,5,6,4504,https://www.zillow.com/homedetails/1015-Forest-Overlook-Trl-SW-Atlanta-GA-30331/35884823_zpid/
1015 Lindbergh Dr NE,33.819047,-84.354554,ATLANTA,GA,30324,330000,216,3,2,1522,https://www.zillow.com/homedetails/1015-Lindbergh-Dr-NE-Atlanta-GA-30324/35929567_zpid/
1015 Martin St SE,33.726729,-84.383539,ATLANTA,GA,30315,90000,102,2,3,880,https://www.zillow.com/homedetails/1015-Martin-St-SE-Atlanta-GA-30315/35882683_zpid/
1015 Regis Rd SE,33.689539,-84.35414,ATLANTA,GA,30315,2000,1,3,1,1235,https://www.zillow.com/homedetails/1015-Regis-Rd-SE-Atlanta-GA-30315/35884426_zpid/
1015 Summit North Dr NE,33.828313,-84.361837,ATLANTA,GA,30324,186000,145,2,2,1280,https://www.zillow.com/homedetails/1015-Summit-North-Dr-NE-Atlanta-GA-30324/65466839_zpid/
1015 Vinings Forest Ln SE,33.876934,-84.505325,SMYRNA,GA,30080,195000,164,2,2,1187,https://www.zillow.com/homedetails/1015-Vinings-Forest-Ln-SE-Smyrna-GA-30080/60156041_zpid/
1016 Astor Ave SW,33.701233,-84.421742,ATLANTA,GA,30310,79000,102,2,1,768,https://www.zillow.com/homedetails/1016-Astor-Ave-SW-Atlanta-GA-30310/35837386_zpid/
1016 Coleman St SW,33.727167,-84.403773,ATLANTA,GA,30310,55000,76,2,1,720,https://www.zillow.com/homedetails/1016-Coleman-St-SW-Atlanta-GA-30310/35890712_zpid/
1016 Liberty Pkwy NW,33.817089,-84.444015,ATLANTA,GA,30318,212000,159,2,3,1326,https://www.zillow.com/homedetails/1016-Liberty-Pkwy-NW-Atlanta-GA-30318/69364897_zpid/
1017 Ashby Grv SW,33.750064,-84.421175,ATLANTA,GA,30314,55000,49,2,1,1104,https://www.zillow.com/homedetails/1017-Ashby-Grv-SW-Atlanta-GA-30314/35834991_zpid/
1017 Kentucky Ave NE,33.784183,-84.353896,ATLANTA,GA,30306,598000,472,2,1,1265,https://www.zillow.com/homedetails/1017-Kentucky-Ave-NE-Atlanta-GA-30306/35895525_zpid/
1017 Martin Luther King Jr Dr NW,33.755025,-84.421053,ATLANTA,GA,30314,60000,38,4,1,1566,https://www.zillow.com/homedetails/1017-Martin-Luther-King-Jr-Dr-NW-Atlanta-GA-30314/35834472_zpid/
1017 Saint Charles Ave NE APT B,33.775068,-84.354116,ATLANTA,GA,30306,310000,296,2,1,1047,https://www.zillow.com/homedetails/1017-Saint-Charles-Ave-NE-APT-B-Atlanta-GA-30306/35851125_zpid/
1018 Westmont Rd SW,33.727519,-84.437122,ATLANTA,GA,30311,81500,203,3,2,1162,https://www.zillow.com/homedetails/1018-Westmont-Rd-SW-Atlanta-GA-30311/35841404_zpid/
1019 Greenwood Ave NE APT 10,33.776355,-84.353914,ATLANTA,GA,30306,156000,251,1,1,620,https://www.zillow.com/homedetails/1019-Greenwood-Ave-NE-APT-10-Atlanta-GA-30306/65460817_zpid/
1019 Mcgill Park Ave NE,33.761959,-84.377268,ATLANTA,GA,30312,168000,206,1,1,815,https://www.zillow.com/homedetails/1019-Mcgill-Park-Ave-NE-Atlanta-GA-30312/35878818_zpid/
1019 Palmetto Ave SW,33.751999,-84.421353,ATLANTA,GA,30314,220000,116,3,2,1890,https://www.zillow.com/homedetails/1019-Palmetto-Ave-SW-Atlanta-GA-30314/35834664_zpid/
