latitude,longitude,city,state,postal_code
33.843719,-84.297706,Atlanta,GA,30345
33.7757,-84.317191,Atlanta,GA,30307
33.795769,-84.343033,Atlanta,GA,30306
33.898748,-84.37314,Atlanta,GA,30342
33.760726,-84.34232,Atlanta,GA,30307
33.855125,-84.355386,Atlanta,GA,30319
33.840599,-84.357434,Atlanta,GA,30324
33.859863,-84.387158,Atlanta,GA,30342
33.762661,-84.347282,Atlanta,GA,30307
33.762661,-84.347282,Atlanta,GA,30307
33.818367,-84.399535,Atlanta,GA,30305
33.764715,-84.389124,Atlanta,GA,30308
33.8694,-84.467622,Atlanta,GA,30339
33.86869,-84.396478,Atlanta,GA,30342
33.777989,-84.362386,Atlanta,GA,30306
33.79878,-84.346057,Atlanta,GA,30306
33.806463,-84.350333,Atlanta,GA,30306
33.827468,-84.388032,Atlanta,GA,30305
33.778093,-84.37317,Atlanta,GA,30308
