title,address,latitude,longitude,city,state,postal_code,price,#bedrooms,#bathrooms,sqft,real estate provider,url
House For Sale,1361 Hartford Ave SW,33.717728,-84.417374,Atlanta,GA,30310,"$325,000 ",4,3,"1,498",RE/MAX Greater Atlanta - Cobb,https://www.zillow.com/homedetails/1361-Hartford-Ave-SW-Atlanta-GA-30310/35830562_zpid/
House For Sale,954 Byron Dr SW,33.712549,-84.419407,Atlanta,GA,30310,"$155,900 ",3,1,"1,505",EXP Realty LLC,https://www.zillow.com/homedetails/954-Byron-Dr-SW-Atlanta-GA-30310/35836926_zpid/
House For Sale,1003 Byron Dr SW,33.713078,-84.421395,Atlanta,GA,30310,"$314,900 ",4,2,"1,586",BHGRE Metro Brokers,https://www.zillow.com/homedetails/1003-Byron-Dr-SW-Atlanta-GA-30310/35836902_zpid/
House For Sale,1619 Sylvan Rd SW,33.710668,-84.418493,Atlanta,GA,30310,"$249,000 ",4,2,"1,821",Atlanta Communities,https://www.zillow.com/homedetails/1619-Sylvan-Rd-SW-Atlanta-GA-30310/35837069_zpid/
For Sale by Owner,1733 Sylvan Rd SW,33.707521,-84.418526,Atlanta,GA,30310,"$199,000 ",2,1,"1,054",,https://www.zillow.com/homedetails/1733-Sylvan-Rd-SW-Atlanta-GA-30310/35837276_zpid/
House For Sale,944 Dill Ave SW,33.717968,-84.419057,Atlanta,GA,30310,"$330,000 ",4,3,"1,824","Atlanta  - WEICHERT, REALTORS  - Prestige Partners",https://www.zillow.com/homedetails/944-Dill-Ave-SW-Atlanta-GA-30310/35836294_zpid/
House For Sale,712 Catherine St SW,33.725675,-84.410857,Atlanta,GA,30310,"$318,000 ",3,2,"1,076",,https://www.zillow.com/homedetails/712-Catherine-St-SW-Atlanta-GA-30310/35831336_zpid/
House For Sale,1365 Avon Ave SW,33.722667,-84.432662,Atlanta,GA,30310,"$175,900 ",3,2,"1,258",Coldwell Banker Residential Brokerage - Buckhead West Paces Ferry,https://www.zillow.com/homedetails/1365-Avon-Ave-SW-Atlanta-GA-30310/35841777_zpid/
House For Sale,1088 Cordova St SW,33.727837,-84.425584,Atlanta,GA,30310,"$114,951 ",4,2,"1,226",VIRTUAL PROPERTIES REALTY BIZ,https://www.zillow.com/homedetails/1088-Cordova-St-SW-Atlanta-GA-30310/35835989_zpid/
House For Sale,1061 Peeples St SW,33.726251,-84.424261,Atlanta,GA,30310,"$80,000 ",3,1,"1,274",,https://www.zillow.com/homedetails/1061-Peeples-St-SW-Atlanta-GA-30310/35835962_zpid/
House For Sale,1927 S Gordon St SW,33.733982,-84.44782,Atlanta,GA,30310,"$195,000 ",3,1,"1,282",,https://www.zillow.com/homedetails/1927-S-Gordon-St-SW-Atlanta-GA-30310/35855111_zpid/
House For Sale,1666 Rogers Ave SW,33.736993,-84.442181,Atlanta,GA,30310,"$259,000 ",3,2,"2,268",EXP Realty LLC,https://www.zillow.com/homedetails/1666-Rogers-Ave-SW-Atlanta-GA-30310/35847300_zpid/
House For Sale,1375 Elizabeth Ave SW,33.716782,-84.435861,Atlanta,GA,30310,"$74,890 ",2,1,900,VIRTUAL PROPERTIES REALTY BIZ,https://www.zillow.com/homedetails/1375-Elizabeth-Ave-SW-Atlanta-GA-30310/35841061_zpid/
Auction,935 White St SW,33.732557,-84.418399,Atlanta,GA,30310,"$222,000 ",4,2,"1,920",,https://www.zillow.com/homedetails/935-White-St-SW-Atlanta-GA-30310/35835710_zpid/
House For Sale,966 Gaston St SW,33.728848,-84.436045,Atlanta,GA,30310,"$294,900 ",3,3,"1,331",Coldwell Banker Residential Brokerage - Buckhead West Paces Ferry,https://www.zillow.com/homedetails/966-Gaston-St-SW-Atlanta-GA-30310/35841407_zpid/
House For Sale,500 Stephens St SW,33.734403,-84.404218,Atlanta,GA,30310,"$49,000 ",1,1,624,,https://www.zillow.com/homedetails/500-Stephens-St-SW-Atlanta-GA-30310/35890285_zpid/
House For Sale,1164 Sells Ave SW,33.7449,-84.425737,Atlanta,GA,30310,"$299,000 ",4,2,"1,116","Keller Knapp, Inc",https://www.zillow.com/homedetails/1164-Sells-Ave-SW-Atlanta-GA-30310/35835188_zpid/
House For Sale,377 Lawton St SW,33.744728,-84.423634,Atlanta,GA,30310,"$220,000 ",3,3,"1,480",,https://www.zillow.com/homedetails/377-Lawton-St-SW-Atlanta-GA-30310/69343546_zpid/
House For Sale,947 Smith St SW,33.729012,-84.401027,Atlanta,GA,30310,"$50,000 ",1,1,662,,https://www.zillow.com/homedetails/947-Smith-St-SW-Atlanta-GA-30310/35890652_zpid/
House For Sale,1816 Sylvan Rd SW,33.705317,-84.417894,Atlanta,GA,30310,"$159,000 ",4,1,"1,132",Coldwell Banker Residential Brokerage - Intown,https://www.zillow.com/homedetails/1816-Sylvan-Rd-SW-Atlanta-GA-30310/35829585_zpid/
Condo For Sale,1285 Epworth St SW,33.719981,-84.431232,Atlanta,GA,30310,"$220,000 ",3,1,959,"Opulent Real Estate Services, LLC",https://www.zillow.com/homedetails/1285-Epworth-St-SW-Atlanta-GA-30310/35840949_zpid/
House For Sale,518 E Ontario Ave SW,33.741034,-84.437932,Atlanta,GA,30310,"$375,000 ",3,4,"2,631",Knock Homes LLC,https://www.zillow.com/homedetails/518-E-Ontario-Ave-SW-Atlanta-GA-30310/35846997_zpid/
House For Sale,990 Donnelly Ave SW,33.728626,-84.420389,Atlanta,GA,30310,"$99,000 ",3,1,"1,176",Bo Bridgeport Brokers Inc.,https://www.zillow.com/homedetails/990-Donnelly-Ave-SW-Atlanta-GA-30310/35835996_zpid/
For Sale by Owner,1065 Peeples St SW,33.726189,-84.424452,Atlanta,GA,30310,"$75,000 ",3,1,"1,518",,https://www.zillow.com/homedetails/1065-Peeples-St-SW-Atlanta-GA-30310/35835963_zpid/
House For Sale,1166 Garibaldi St SW,33.722949,-84.399022,Atlanta,GA,30310,"$179,000 ",3,1,"1,144",,https://www.zillow.com/homedetails/1166-Garibaldi-St-SW-Atlanta-GA-30310/35891182_zpid/
House For Sale,1177 Oak St SW,33.74111,-84.426314,Atlanta,GA,30310,"$425,000 ",4,3,"2,181",,https://www.zillow.com/homedetails/1177-Oak-St-SW-Atlanta-GA-30310/35835257_zpid/
House For Sale,751 Cascade Pl SW,33.734795,-84.435609,Atlanta,GA,30310,"$325,000 ",4,3,"1,922",Maximum One Realty Greater Atl,https://www.zillow.com/homedetails/751-Cascade-Pl-SW-Atlanta-GA-30310/35842180_zpid/
House For Sale,751 Cascade Ave SW,33.734866,-84.437068,Atlanta,GA,30310,"$325,000 ",4,3,"1,992",MAXIMUM ONE REALTY GREATER ATL,https://www.zillow.com/homedetails/751-Cascade-Ave-SW-Atlanta-GA-30310/35847555_zpid/
House For Sale,1240 Oakland Ter SW,33.720526,-84.428581,Atlanta,GA,30310,"$85,000 ",1,1,736,Atlanta Intown Dwellings Inc,https://www.zillow.com/homedetails/1240-Oakland-Ter-SW-Atlanta-GA-30310/35840991_zpid/
House For Sale,1095 Sims St SW,33.724857,-84.403466,Atlanta,GA,30310,"$50,000 ",2,2,"1,180",EXP Realty LLC,https://www.zillow.com/homedetails/1095-Sims-St-SW-Atlanta-GA-30310/35890968_zpid/
House For Sale,1611 Belmont Ave SW,33.711015,-84.410237,Atlanta,GA,30310,"$169,900 ",3,1,"1,299",PalmerHouse Properties,https://www.zillow.com/homedetails/1611-Belmont-Ave-SW-Atlanta-GA-30310/35829979_zpid/
For Sale by Owner,2066 Perkerson Rd SW,33.698508,-84.415957,Atlanta,GA,30310,"$100,000 ",2,2,896,,https://www.zillow.com/homedetails/2066-Perkerson-Rd-SW-Atlanta-GA-30310/35829706_zpid/
House For Sale,1974 Beecher Rd SW,33.733468,-84.452721,Atlanta,GA,30310,"$218,000 ",5,2,"1,170",Leo Prime Properties LLC,https://www.zillow.com/homedetails/1974-Beecher-Rd-SW-Atlanta-GA-30310/35854951_zpid/
House For Sale,917 Garibaldi St SW,33.72991,-84.39944,Atlanta,GA,30310,"$90,000 ",2,1,742,Virtual Properties Realty.com,https://www.zillow.com/homedetails/917-Garibaldi-St-SW-Atlanta-GA-30310/35890637_zpid/
House For Sale,912 Oakland Dr SW,33.730157,-84.426894,Atlanta,GA,30310,"$119,000 ",2,1,936,EXP Realty LLC,https://www.zillow.com/homedetails/912-Oakland-Dr-SW-Atlanta-GA-30310/35835817_zpid/
House For Sale,859 Sims St SW,33.731506,-84.403295,Atlanta,GA,30310,"$186,000 ",3,3,"1,200",APOLLO ASSOCIATES INC.,https://www.zillow.com/homedetails/859-Sims-St-SW-Atlanta-GA-30310/69346620_zpid/
House For Sale,449 Atwood St SW,33.742877,-84.42915,Atlanta,GA,30310,"$389,000 ",4,4,"2,384",,https://www.zillow.com/homedetails/449-Atwood-St-SW-Atlanta-GA-30310/35842703_zpid/
House For Sale,1338 Graymont Dr SW,33.718015,-84.436243,Atlanta,GA,30310,"$109,000 ",3,1,"1,284",,https://www.zillow.com/homedetails/1338-Graymont-Dr-SW-Atlanta-GA-30310/35841093_zpid/
House For Sale,1071 White Oak Ave SW,33.725655,-84.422736,Atlanta,GA,30310,"$95,000 ",3,2,968,,https://www.zillow.com/homedetails/1071-White-Oak-Ave-SW-Atlanta-GA-30310/35836080_zpid/
House For Sale,1307 Lorenzo Dr SW,33.719383,-84.433059,Atlanta,GA,30310,"$124,900 ",4,2,"1,813",Jar House LLC,https://www.zillow.com/homedetails/1307-Lorenzo-Dr-SW-Atlanta-GA-30310/35840871_zpid/
House For Sale,1576 Beecher St SW,33.73336,-84.439241,Atlanta,GA,30310,"$325,000 ",4,2,"2,130","Harmon & Harmon Realtors, Inc.",https://www.zillow.com/homedetails/1576-Beecher-St-SW-Atlanta-GA-30310/35847729_zpid/
House For Sale,654 Gillette Ave SW,33.732648,-84.409182,Atlanta,GA,30310,"$150,000 ",2,2,"1,271",PalmerHouse Properties,https://www.zillow.com/homedetails/654-Gillette-Ave-SW-Atlanta-GA-30310/35831703_zpid/
House For Sale,1109 Smith St SW,33.724559,-84.40105,Atlanta,GA,30310,"$150,000 ",3,2,"1,038",Sylvan Realty LLC,https://www.zillow.com/homedetails/1109-Smith-St-SW-Atlanta-GA-30310/35891085_zpid/
House For Sale,483 Roy St SW,33.724407,-84.403583,Atlanta,GA,30310,"$269,999 ",5,3,"2,300",,https://www.zillow.com/homedetails/483-Roy-St-SW-Atlanta-GA-30310/69346764_zpid/
House For Sale,1890 Sylvan Rd SW,33.703283,-84.417918,Atlanta,GA,30310,"$259,999 ",4,3,"2,062","Humphries & King realty, LLC",https://www.zillow.com/homedetails/1890-Sylvan-Rd-SW-Atlanta-GA-30310/35829601_zpid/
For Sale by Owner,619 Ferris St SW,33.738298,-84.454234,Atlanta,GA,30310,"$260,000 ",3,2,"1,275",,https://www.zillow.com/homedetails/619-Ferris-St-SW-Atlanta-GA-30310/35854663_zpid/
House For Sale,1329 Greenwich St SW,33.744212,-84.431281,Atlanta,GA,30310,"$225,000 ",4,3,"1,530",Muffley & Associates,https://www.zillow.com/homedetails/1329-Greenwich-St-SW-Atlanta-GA-30310/35842553_zpid/
House For Sale,1936 Sylvan Ridge Dr SW,33.701998,-84.4193,Atlanta,GA,30310,"$204,900 ",3,2,"1,260",,https://www.zillow.com/homedetails/1936-Sylvan-Ridge-Dr-SW-Atlanta-GA-30310/35837527_zpid/
House For Sale,1754 Emerald Ave SW,33.741854,-84.445402,Atlanta,GA,30310,"$234,900 ",3,2,"1,124",,https://www.zillow.com/homedetails/1754-Emerald-Ave-SW-Atlanta-GA-30310/35846794_zpid/
House For Sale,1545 Westview Dr SW,33.747737,-84.43815,Atlanta,GA,30310,"$109,000 ",4,1,"1,483","Ambassador Realty, Inc.",https://www.zillow.com/homedetails/1545-Westview-Dr-SW-Atlanta-GA-30310/35844223_zpid/
House For Sale,486 W Ontario Ave SW,33.741951,-84.439334,Atlanta,GA,30310,"$345,000 ",4,3,"1,588",Climmons Group Real Estate,https://www.zillow.com/homedetails/486-W-Ontario-Ave-SW-Atlanta-GA-30310/82623792_zpid/
Condo For Sale,898 Oak St SW UNIT 1310,33.739065,-84.417217,Atlanta,GA,30310,"$124,900 ",2,2,"1,019",,https://www.zillow.com/homedetails/898-Oak-St-SW-UNIT-1310-Atlanta-GA-30310/82626001_zpid/
House For Sale,842 Oakhill Ave SW,33.732028,-84.408978,Atlanta,GA,30310,"$329,000 ",3,2,"1,452",Engel & Volkers Buckhead Atlanta,https://www.zillow.com/homedetails/842-Oakhill-Ave-SW-Atlanta-GA-30310/35831711_zpid/
House For Sale,1732 S Gordon St SW,33.739434,-84.444662,Atlanta,GA,30310,"$379,000 ",4,3,"2,300",Coldwell Banker Residential Brokerage - Intown,https://www.zillow.com/homedetails/1732-S-Gordon-St-SW-Atlanta-GA-30310/69352193_zpid/
House For Sale,1466 Stokes Ave SW,33.740522,-84.435878,Atlanta,GA,30310,"$364,900 ",3,2,"1,748","AREA WEST REALTY, LLC",https://www.zillow.com/homedetails/1466-Stokes-Ave-SW-Atlanta-GA-30310/35842755_zpid/
House For Sale,955 Smith St SW,33.728749,-84.401031,Atlanta,GA,30310,"$61,000 ",2,1,705,EXP Realty LLC,https://www.zillow.com/homedetails/955-Smith-St-SW-Atlanta-GA-30310/35890655_zpid/
Condo For Sale,1747 Cahoon St SW,33.708534,-84.4119,Atlanta,GA,30310,"$69,900 ",3,1,910,Jar House LLC,https://www.zillow.com/homedetails/1747-Cahoon-St-SW-Atlanta-GA-30310/35830303_zpid/
House For Sale,735 Windsor St SW,33.734941,-84.398565,Atlanta,GA,30310,"$219,900 ",3,3,"1,320",Coldwell Banker Residential Brokerage - Sandy Springs,https://www.zillow.com/homedetails/735-Windsor-St-SW-Atlanta-GA-30310/65441822_zpid/
House For Sale,756 Joseph E Lowery Blvd SW,33.734497,-84.417424,Atlanta,GA,30310,"$332,000 ",4,2,"1,860",Atlanta Communities,https://www.zillow.com/homedetails/756-Joseph-E-Lowery-Blvd-SW-Atlanta-GA-30310/35831493_zpid/
House For Sale,930 Dill Ave SW,33.718043,-84.418564,Atlanta,GA,30310,"$139,500 ",3,1,928,,https://www.zillow.com/homedetails/930-Dill-Ave-SW-Atlanta-GA-30310/35836297_zpid/
For Sale by Owner,1047 White Oak Ave SW,33.725104,-84.421974,Atlanta,GA,30310,"$179,000 ",3,2,"1,624",,https://www.zillow.com/homedetails/1047-White-Oak-Ave-SW-Atlanta-GA-30310/35836076_zpid/
House For Sale,1047 Peeples St SW,33.726752,-84.423891,Atlanta,GA,30310,"$245,000 ",3,3,"1,400",The Real Estate Gallery of GA,https://www.zillow.com/homedetails/1047-Peeples-St-SW-Atlanta-GA-30310/35835947_zpid/
House For Sale,1115 Selwin Ave SW,33.724555,-84.426499,Atlanta,GA,30310,"$175,000 ",3,3,"1,209",,https://www.zillow.com/homedetails/1115-Selwin-Ave-SW-Atlanta-GA-30310/35836133_zpid/
House For Sale,1502 Westwood Ave SW,33.737981,-84.436978,Atlanta,GA,30310,"$369,000 ",4,3,"2,000",PalmerHouse Properties,https://www.zillow.com/homedetails/1502-Westwood-Ave-SW-Atlanta-GA-30310/35841940_zpid/
House For Sale,2194 M L King Jr Dr SW,33.751987,-84.463614,Atlanta,GA,30310,"$100,000 ",3,2,"1,112",,https://www.zillow.com/homedetails/2194-M-L-King-Jr-Dr-SW-Atlanta-GA-30310/35857589_zpid/
House For Sale,956 Hubbard St SW,33.728749,-84.402196,Atlanta,GA,30310,"$149,900 ",3,2,800,"Atlanta  - WEICHERT, REALTORS  - Prestige Partners",https://www.zillow.com/homedetails/956-Hubbard-St-SW-Atlanta-GA-30310/35890596_zpid/
House For Sale,360 Betsy Ave SW,33.745891,-84.457805,Atlanta,GA,30310,"$70,000 ",3,1,946,MAXIMUM ONE GREATER ATLANTA REALTORS,https://www.zillow.com/homedetails/360-Betsy-Ave-SW-Atlanta-GA-30310/35857933_zpid/
House For Sale,3159 Lakewood Ave SW,33.697471,-84.421534,Atlanta,GA,30310,"$90,100 ",3,2,"1,871",,https://www.zillow.com/homedetails/3159-Lakewood-Ave-SW-Atlanta-GA-30310/35837314_zpid/
House For Sale,1109 Garibaldi St SW,33.724594,-84.399469,Atlanta,GA,30310,"$74,450 ",3,1,"1,109",,https://www.zillow.com/homedetails/1109-Garibaldi-St-SW-Atlanta-GA-30310/35891113_zpid/
House For Sale,1899 Bonniview St SW,33.702905,-84.416262,Atlanta,GA,30310,"$185,500 ",2,1,"1,092",Lynch & Co,https://www.zillow.com/homedetails/1899-Bonniview-St-SW-Atlanta-GA-30310/35829620_zpid/
House For Sale,1457 Richland Rd SW,33.731217,-84.435361,Atlanta,GA,30310,"$175,000 ",3,2,948,Virtual Properties Realty.com,https://www.zillow.com/homedetails/1457-Richland-Rd-SW-Atlanta-GA-30310/35842288_zpid/
House For Sale,309 Addington St SW,33.747449,-84.462806,Atlanta,GA,30310,"$79,900 ",3,1,856,Mark Spain Real Estate,https://www.zillow.com/homedetails/309-Addington-St-SW-Atlanta-GA-30310/35857965_zpid/
House For Sale,1683 Emerald Ave SW,33.742683,-84.442883,Atlanta,GA,30310,"$150,000 ",3,1,"1,186",,https://www.zillow.com/homedetails/1683-Emerald-Ave-SW-Atlanta-GA-30310/35846774_zpid/
House For Sale,1330 Allene Ave SW,33.718563,-84.412613,Atlanta,GA,30310,"$210,000 ",5,2,"1,942",,https://www.zillow.com/homedetails/1330-Allene-Ave-SW-Atlanta-GA-30310/35830540_zpid/
House For Sale,920 Ira St SW,33.729702,-84.399771,Atlanta,GA,30310,"$65,500 ",2,1,"1,200","Atlanta  - WEICHERT, REALTORS  - Prestige Partners",https://www.zillow.com/homedetails/920-Ira-St-SW-Atlanta-GA-30310/35890692_zpid/
House For Sale,1424 Sylvan Rd SW,33.716002,-84.417837,Atlanta,GA,30310,"$250,000 ",4,2,"1,100",,https://www.zillow.com/homedetails/1424-Sylvan-Rd-SW-Atlanta-GA-30310/35830805_zpid/
House For Sale,1770 Rogers Ave SW,33.737019,-84.445626,Atlanta,GA,30310,"$225,000 ",3,2,"1,008",DRAKE REALTY OF GA INC,https://www.zillow.com/homedetails/1770-Rogers-Ave-SW-Atlanta-GA-30310/35847258_zpid/
For Sale by Owner,1449 Beatie Ave SW,33.715283,-84.411176,Atlanta,GA,30310,"$150,000 ",4,2,"1,628",,https://www.zillow.com/homedetails/1449-Beatie-Ave-SW-Atlanta-GA-30310/35830999_zpid/
House For Sale,219 Barfield Ave SW,33.749865,-84.462081,Atlanta,GA,30310,"$90,000 ",3,2,"1,258",CENTURY 21 Connect Realty,https://www.zillow.com/homedetails/219-Barfield-Ave-SW-Atlanta-GA-30310/35857614_zpid/
For Sale by Owner,928 Estes Dr SW,33.698331,-84.419482,Atlanta,GA,30310,"$209,900 ",4,2,"1,453",,https://www.zillow.com/homedetails/928-Estes-Dr-SW-Atlanta-GA-30310/35837312_zpid/
House For Sale,1887 Sylvan Ridge Dr SW,33.703188,-84.420736,Atlanta,GA,30310,"$204,997 ",3,2,"1,325",,https://www.zillow.com/homedetails/1887-Sylvan-Ridge-Dr-SW-Atlanta-GA-30310/35837489_zpid/
House For Sale,770 Waters Dr SW,33.734252,-84.443477,Atlanta,GA,30310,"$209,000 ",4,2,"1,852",Wrights Realty Group of Georgi,https://www.zillow.com/homedetails/770-Waters-Dr-SW-Atlanta-GA-30310/35847497_zpid/
Condo For Sale,898 Oak St SW UNIT 2003,33.739065,-84.417217,Atlanta,GA,30310,"$111,500 ",2,3,"1,534",Atlanta Communities,https://www.zillow.com/homedetails/898-Oak-St-SW-UNIT-2003-Atlanta-GA-30310/82616228_zpid/
For Sale by Owner,908 Tift Ave SW,33.73015,-84.41012,Atlanta,GA,30310,"$357,000 ",4,2,"1,668",,https://www.zillow.com/homedetails/908-Tift-Ave-SW-Atlanta-GA-30310/35831106_zpid/
House For Sale,365 Wellington St SW,33.745232,-84.438964,Atlanta,GA,30310,"$223,900 ",4,3,"1,914",FIRST UNITED REALTY INC,https://www.zillow.com/homedetails/365-Wellington-St-SW-Atlanta-GA-30310/35846641_zpid/
For Sale by Owner,1382 Fairbanks St SW,33.717157,-84.414781,Atlanta,GA,30310,"$248,000 ",3,2,"1,338",,https://www.zillow.com/homedetails/1382-Fairbanks-St-SW-Atlanta-GA-30310/35830656_zpid/
House For Sale,2347 Melinda Dr NE,33.854262,-84.292125,Atlanta,GA,30345,"$637,500 ",4,4,"2,558",PalmerHouse Properties & Assoc,https://www.zillow.com/homedetails/2347-Melinda-Dr-NE-Atlanta-GA-30345/14552488_zpid/
House For Sale,2301 Capehart Cir NE,33.855622,-84.300675,Atlanta,GA,30345,"$319,900 ",4,3,"1,698",RENEE KUNKLER REALTY,https://www.zillow.com/homedetails/2301-Capehart-Cir-NE-Atlanta-GA-30345/14557555_zpid/
Condo For Sale,2825 Ne Expy NE APT M2,33.860981,-84.290296,Atlanta,GA,30345,"$150,000 ",2,3,"1,363",,https://www.zillow.com/homedetails/2825-Ne-Expy-NE-APT-M2-Atlanta-GA-30345/2090321592_zpid/
House For Sale,1478 Council Bluff Dr NE,33.823982,-84.301112,Atlanta,GA,30345,"$389,000 ",3,2,"1,980",HOLLEY REALTY TEAM,https://www.zillow.com/homedetails/1478-Council-Bluff-Dr-NE-Atlanta-GA-30345/14541996_zpid/
House For Sale,2048 Zelda Dr NE,33.845993,-84.261964,Atlanta,GA,30345,"$479,000 ",3,2,"1,956",,https://www.zillow.com/homedetails/2048-Zelda-Dr-NE-Atlanta-GA-30345/14553384_zpid/
House For Sale,2539 Weigelia Rd NE,33.835834,-84.285058,Atlanta,GA,30345,"$1,075,000 ",5,6,"5,016",,https://www.zillow.com/homedetails/2539-Weigelia-Rd-NE-Atlanta-GA-30345/14544127_zpid/
House For Sale,2216 Tanglewood Cir NE,33.854388,-84.312387,Atlanta,GA,30345,"$273,900 ",3,2,"1,475","PowerHouse Property Management, LLC",https://www.zillow.com/homedetails/2216-Tanglewood-Cir-NE-Atlanta-GA-30345/14551802_zpid/
House For Sale,2264 Heritage Dr NE,33.849563,-84.292498,Atlanta,GA,30345,"$689,000 ",5,4,"3,200","Commercial Investment Solutions, Inc",https://www.zillow.com/homedetails/2264-Heritage-Dr-NE-Atlanta-GA-30345/14552529_zpid/
House For Sale,2078 Castleway Ln NE,33.843315,-84.274771,Atlanta,GA,30345,"$587,500 ",4,4,"2,540",PalmerHouse Properties,https://www.zillow.com/homedetails/2078-Castleway-Ln-NE-Atlanta-GA-30345/14549037_zpid/
House For Sale,2103 Oak Grove Rd NE,33.844258,-84.286309,Atlanta,GA,30345,"$834,500 ",6,5,"4,017",,https://www.zillow.com/homedetails/2103-Oak-Grove-Rd-NE-Atlanta-GA-30345/37773824_zpid/
For Sale by Owner,2626 Whiteleigh Ct NE,33.863324,-84.267553,Atlanta,GA,30345,"$519,000 ",4,3,"2,340",,https://www.zillow.com/homedetails/2626-Whiteleigh-Ct-NE-Atlanta-GA-30345/14560936_zpid/
House For Sale,1545 Council Bluff Dr NE,33.826221,-84.300179,Atlanta,GA,30345,"$569,900 ",4,3,"4,020",Berkshire Hathaway HomeServices Georgia Properties - Midtown Office,https://www.zillow.com/homedetails/1545-Council-Bluff-Dr-NE-Atlanta-GA-30345/14541965_zpid/
House For Sale,2138 Zelda Dr NE,33.846975,-84.259128,Atlanta,GA,30345,"$475,000 ",3,3,"2,200",Bankston Brokers LLC,https://www.zillow.com/homedetails/2138-Zelda-Dr-NE-Atlanta-GA-30345/14553599_zpid/
House For Sale,2491 Overlook Way NE,33.858807,-84.278862,Atlanta,GA,30345,"$475,000 ",5,3,"2,878",PalmerHouse Properties & Assoc,https://www.zillow.com/homedetails/2491-Overlook-Way-NE-Atlanta-GA-30345/14556869_zpid/
House For Sale,2126 Heritage Dr NE,33.846001,-84.289117,Atlanta,GA,30345,"$600,000 ",3,3,"2,436",JOHN BAILEY REALTY INC,https://www.zillow.com/homedetails/2126-Heritage-Dr-NE-Atlanta-GA-30345/14552813_zpid/
House For Sale,1585 Princess Cir NE,33.828986,-84.305518,Atlanta,GA,30345,"$825,000 ",3,4,"2,956","SAGAMORE PROPERTIES, LLC",https://www.zillow.com/homedetails/1585-Princess-Cir-NE-Atlanta-GA-30345/14543667_zpid/
House For Sale,2879 Payton Oaks Dr NE,33.854168,-84.266316,Atlanta,GA,30345,"$715,000 ",5,5,"4,589",PalmerHouse Properties,https://www.zillow.com/homedetails/2879-Payton-Oaks-Dr-NE-Atlanta-GA-30345/54455105_zpid/
House For Sale,2002 Fisher Trl NE,33.841899,-84.306101,Atlanta,GA,30345,"$579,900 ",4,3,"2,350",,https://www.zillow.com/homedetails/2002-Fisher-Trl-NE-Atlanta-GA-30345/14549799_zpid/
House For Sale,2532 Circlewood Rd NE,33.852235,-84.285136,Atlanta,GA,30345,"$525,000 ",3,2,"1,816","VIRTUAL PROPERTIES REALTY.NET, LLC",https://www.zillow.com/homedetails/2532-Circlewood-Rd-NE-Atlanta-GA-30345/14552856_zpid/
House For Sale,2456 Leslie Dr NE,33.857841,-84.255402,Atlanta,GA,30345,"$418,500 ",4,3,"2,924","Keller Knapp, Inc",https://www.zillow.com/homedetails/2456-Leslie-Dr-NE-Atlanta-GA-30345/14556426_zpid/
House For Sale,2836 Wendland Dr NE,33.838688,-84.272797,Atlanta,GA,30345,"$595,000 ",4,3,"4,272",Atlanta Fine Homes Sotheby's International Realty,https://www.zillow.com/homedetails/2836-Wendland-Dr-NE-Atlanta-GA-30345/14549133_zpid/
House For Sale,2725 Briarlake Rd NE,33.846627,-84.278177,Atlanta,GA,30345,"$420,000 ",5,3,"2,419",SELLECT REALTY LLC,https://www.zillow.com/homedetails/2725-Briarlake-Rd-NE-Atlanta-GA-30345/14553167_zpid/
House For Sale,2407 Sherbrooke Dr NE,33.859564,-84.289513,Atlanta,GA,30345,"$464,900 ",4,3,"2,744",BERRY REAL EST & DESIGN BUILD,https://www.zillow.com/homedetails/2407-Sherbrooke-Dr-NE-Atlanta-GA-30345/14557229_zpid/
House For Sale,2623 Hawthorne Dr NE,33.863109,-84.272642,Atlanta,GA,30345,"$465,000 ",4,4,"3,312",,https://www.zillow.com/homedetails/2623-Hawthorne-Dr-NE-Atlanta-GA-30345/14560705_zpid/
For Sale by Owner,2582 Woodwardia Rd NE,33.848459,-84.287237,Atlanta,GA,30345,"$475,000 ",4,3,"2,108",,https://www.zillow.com/homedetails/2582-Woodwardia-Rd-NE-Atlanta-GA-30345/14552635_zpid/
House For Sale,3011 Cravey Trl NE,33.866616,-84.266778,Atlanta,GA,30345,"$699,850 ",4,5,"4,428",RE/MAX Metro Atlanta Cityside,https://www.zillow.com/homedetails/3011-Cravey-Trl-NE-Atlanta-GA-30345/14561067_zpid/
House For Sale,4450 Briarcliff Rd NE,33.855723,-84.266891,Atlanta,GA,30345,"$325,000 ",3,2,"1,681",,https://www.zillow.com/homedetails/4450-Briarcliff-Rd-NE-Atlanta-GA-30345/14556672_zpid/
House For Sale,2415 Sunset Dr NE,33.853994,-84.290054,Atlanta,GA,30345,"$899,000 ",5,5,"5,634",Coldwell Banker Residential Brokerage - Intown,https://www.zillow.com/homedetails/2415-Sunset-Dr-NE-Atlanta-GA-30345/14552229_zpid/
House For Sale,2527 Dering Pl NE,33.858546,-84.306714,Atlanta,GA,30345,"$455,000 ",4,3,"2,163",,https://www.zillow.com/homedetails/2527-Dering-Pl-NE-Atlanta-GA-30345/61924075_zpid/
House For Sale,2961 Shenandoah Valley Rd NE,33.860912,-84.267303,Atlanta,GA,30345,"$450,000 ",4,2,"2,294",,https://www.zillow.com/homedetails/2961-Shenandoah-Valley-Rd-NE-Atlanta-GA-30345/14556637_zpid/
