title,address,latitude,longitude,city,state,postal_code,price,#bedrooms,#bathrooms,sqft,real estate provider,url
House For Sale,476 Loridans Dr NE,33.872863,-84.37194,Atlanta,GA,30342,"$589,000 ",3,3,"2,181",Dorsey Alston Realtors,https://www.zillow.com/homedetails/476-Loridans-Dr-NE-Atlanta-GA-30342/35934163_zpid/
New Construction,4225 Wieuca Rd NE,33.866942,-84.372366,Atlanta,GA,30342,"$1,675,000 ",6,7,"5,860",Berkshire Hathaway HomeServices Georgia Properties,https://www.zillow.com/homedetails/4225-Wieuca-Rd-NE-Atlanta-GA-30342/35933826_zpid/
House For Sale,854 Carlton Rdg NE,33.859527,-84.360235,Atlanta,GA,30342,"$1,299,000 ",5,6,"5,667",,https://www.zillow.com/homedetails/854-Carlton-Rdg-NE-Atlanta-GA-30342/35928193_zpid/
House For Sale,294 Land O Lakes Ct NE,33.859182,-84.377582,Atlanta,GA,30342,"$1,475,000 ",4,4,"4,872",Berkshire Hathaway HomeServices Georgia Properties - Buckhead Office,https://www.zillow.com/homedetails/294-Land-O-Lakes-Ct-NE-Atlanta-GA-30342/71752895_zpid/
House For Sale,310 Meadowbrook Dr,33.878492,-84.377245,Atlanta,GA,30342,"$550,000 ",3,2,"1,655",Dorsey Alston Realtors,https://www.zillow.com/homedetails/310-Meadowbrook-Dr-Atlanta-GA-30342/35934308_zpid/
House For Sale,790 Stovall Blvd NE,33.862242,-84.361382,Atlanta,GA,30342,"$1,795,000 ",6,8,"5,190",RE/MAX Around Atlanta,https://www.zillow.com/homedetails/790-Stovall-Blvd-NE-Atlanta-GA-30342/35927932_zpid/
New Construction,4177 Wieuca Rd NE,33.865887,-84.372226,Atlanta,GA,30342,"$1,850,000 ",5,6,"5,306",Wilson Residential Marketing,https://www.zillow.com/homedetails/4177-Wieuca-Rd-NE-Atlanta-GA-30342/35933724_zpid/
House For Sale,542 Hillside Dr NW,33.867845,-84.404723,Atlanta,GA,30342,"$2,000,000 ",6,8,"8,849",,https://www.zillow.com/homedetails/542-Hillside-Dr-NW-Atlanta-GA-30342/88811131_zpid/
For Sale by Owner,645 W Powderhorn Rd,33.882963,-84.366148,Atlanta,GA,30342,"$1,790,000 ",7,8,"6,949",,https://www.zillow.com/homedetails/645-W-Powderhorn-Rd-Atlanta-GA-30342/35927367_zpid/
Townhouse For Sale,686 Lockton Pl,33.907912,-84.3647,Sandy Springs,GA,30342,"$549,900 ",4,5,"3,686",,https://www.zillow.com/homedetails/686-Lockton-Pl-Sandy-Springs-GA-30342/2090929000_zpid/
House For Sale,780 Starlight Ln,33.88177,-84.361759,Sandy Springs,GA,30342,"$735,000 ",5,3,"3,334","Skylan Realty, LLC",https://www.zillow.com/homedetails/780-Starlight-Ln-Sandy-Springs-GA-30342/35927415_zpid/
House For Sale,4150 Hillside Pl NW,33.867328,-84.404918,Atlanta,GA,30342,"$2,350,000 ",6,9,"6,475",BEACHAM AND COMPANY REALTORS,https://www.zillow.com/homedetails/4150-Hillside-Pl-NW-Atlanta-GA-30342/97986938_zpid/
House For Sale,516 Broadland Rd NW,33.864608,-84.404055,Atlanta,GA,30342,"$1,225,000 ",4,4,"4,320",Dorsey Alston Realtors,https://www.zillow.com/homedetails/516-Broadland-Rd-NW-Atlanta-GA-30342/35906999_zpid/
New Construction,142 Interlochen Dr NE,33.869441,-84.382707,Atlanta,GA,30342,"$2,549,000 ",5,7,"5,800",,https://www.zillow.com/homedetails/142-Interlochen-Dr-NE-Atlanta-GA-30342/35942107_zpid/
House For Sale,500 Forest Valley Rd,33.890539,-84.370848,Sandy Springs,GA,30342,"$659,900 ",5,4,"3,818",Berkshire Hathaway HomeServices Georgia Properties - Buckhead Office,https://www.zillow.com/homedetails/500-Forest-Valley-Rd-Sandy-Springs-GA-30342/35934761_zpid/
House For Sale,4147 N Broadland Rd NW,33.868728,-84.402365,Atlanta,GA,30342,"$1,425,000 ",5,5,"5,102",BEACHAM AND COMPANY REALTORS,https://www.zillow.com/homedetails/4147-N-Broadland-Rd-NW-Atlanta-GA-30342/35906973_zpid/
House For Sale,436 Carolwood Ln,33.881858,-84.372872,Sandy Springs,GA,30342,"$509,900 ",3,2,"1,423",Atlanta Fine Homes Sotheby's International Realty,https://www.zillow.com/homedetails/436-Carolwood-Ln-Sandy-Springs-GA-30342/35934354_zpid/
New Construction,4036 Statewood Rd NE,33.865211,-84.367388,Atlanta,GA,30342,"$2,600,000 ",5,7,"6,000",Atlanta Fine Homes Sotheby's International Realty,https://www.zillow.com/homedetails/4036-Statewood-Rd-NE-Atlanta-GA-30342/35928013_zpid/
House For Sale,412 Broadland Rd NW,33.866733,-84.401091,Atlanta,GA,30342,"$875,000 ",4,3,"2,811",,https://www.zillow.com/homedetails/412-Broadland-Rd-NW-Atlanta-GA-30342/35906949_zpid/
House For Sale,3786 Ivy Ln NE # 2,33.858223,-84.365095,Atlanta,GA,30342,"$899,000 ",5,3,"4,231","Sellect Realty, LLC",https://www.zillow.com/homedetails/3786-Ivy-Ln-NE-2-Atlanta-GA-30342/2090975779_zpid/
House For Sale,3786 Ivy Ln NE,33.858223,-84.365095,Atlanta,GA,30342,"$899,000 ",5,3,"4,291",SELLECT REALTY LLC,https://www.zillow.com/homedetails/3786-Ivy-Ln-NE-Atlanta-GA-30342/35928108_zpid/
House For Sale,4406 Tree Haven Dr NE,33.875215,-84.371629,Atlanta,GA,30342,"$599,000 ",3,2,"2,230",Ansley Atlanta Real Estate,https://www.zillow.com/homedetails/4406-Tree-Haven-Dr-NE-Atlanta-GA-30342/35934181_zpid/
House For Sale,677 Longleaf Dr NE,33.855883,-84.365411,Atlanta,GA,30342,"$799,000 ",4,4,"2,550",SOLID SOURCE REALTY INC.,https://www.zillow.com/homedetails/677-Longleaf-Dr-NE-Atlanta-GA-30342/35928152_zpid/
Townhouse For Sale,5570 Glenridge Park,33.903573,-84.35023,Atlanta,GA,30342,"$372,900 ",2,3,"2,210",BUDGET BROKERS USA LLC,https://www.zillow.com/homedetails/5570-Glenridge-Park-Atlanta-GA-30342/69378044_zpid/
House For Sale,749 Glengary Way NE,33.869936,-84.363061,Atlanta,GA,30342,"$799,900 ",5,4,"3,733",,https://www.zillow.com/homedetails/749-Glengary-Way-NE-Atlanta-GA-30342/35927631_zpid/
House For Sale,4373 N Buckhead Dr NE,33.878083,-84.366403,Atlanta,GA,30342,"$1,150,000 ",4,5,"3,895",Dorsey Alston Realtors,https://www.zillow.com/homedetails/4373-N-Buckhead-Dr-NE-Atlanta-GA-30342/35927737_zpid/
Condo For Sale,320 Mystic Ridge Ln,33.883942,-84.381426,Atlanta,GA,30342,"$480,000 ",4,4,"2,208",,https://www.zillow.com/homedetails/320-Mystic-Ridge-Ln-Atlanta-GA-30342/98010705_zpid/
House For Sale,340 Franklin Rd,33.887318,-84.37642,Atlanta,GA,30342,"$1,250,000 ",6,6,"7,808",DELOACH REALTY LLC,https://www.zillow.com/homedetails/340-Franklin-Rd-Atlanta-GA-30342/35934888_zpid/
For Sale by Owner,200 Zeblin Rd,33.900904,-84.36484,Sandy Springs,GA,30342,"$699,000 ",4,4,"3,900",,https://www.zillow.com/homedetails/200-Zeblin-Rd-Sandy-Springs-GA-30342/35926774_zpid/
Condo For Sale,5400 Roswell Rd UNIT A6,33.902331,-84.378852,Atlanta,GA,30342,"$189,000 ",2,2,"1,404",Coldwell Banker Residential Brokerage - Sandy Springs,https://www.zillow.com/homedetails/5400-Roswell-Rd-UNIT-A6-Atlanta-GA-30342/35940871_zpid/
House For Sale,102 W Belle Isle Rd,33.89096,-84.384,Atlanta,GA,30342,"$939,900 ",6,6,"6,500",BHGRE Metro Brokers,https://www.zillow.com/homedetails/102-W-Belle-Isle-Rd-Atlanta-GA-30342/2091137845_zpid/
House For Sale,510 Trimble Lake Ct,33.892941,-84.355926,Sandy Springs,GA,30342,"$1,249,000 ",5,6,"3,947",Dorsey Alston Realtors,https://www.zillow.com/homedetails/510-Trimble-Lake-Ct-Sandy-Springs-GA-30342/65465471_zpid/
House For Sale,4771 Mystic Dr,33.884763,-84.382312,Atlanta,GA,30342,"$1,695,000 ",6,6,"6,591",,https://www.zillow.com/homedetails/4771-Mystic-Dr-Atlanta-GA-30342/35941420_zpid/
New Construction,4555 Mystic Dr,33.878335,-84.383589,Atlanta,GA,30342,"$2,397,000 ",6,9,"5,721",Atlanta Fine Homes Sotheby's International Realty,https://www.zillow.com/homedetails/4555-Mystic-Dr-Atlanta-GA-30342/35941481_zpid/
House For Sale,3850 Lake Forrest Dr NE,33.859558,-84.387015,Atlanta,GA,30342,"$699,000 ",3,3,"2,340",BEACHAM AND COMPANY REALTORS,https://www.zillow.com/homedetails/3850-Lake-Forrest-Dr-NE-Atlanta-GA-30342/35942349_zpid/
New Construction,445 Windsor Pkwy,33.882453,-84.372462,Sandy Springs,GA,30342,"$1,099,000 ",6,4,"1,224",,https://www.zillow.com/homedetails/445-Windsor-Pkwy-Sandy-Springs-GA-30342/35934424_zpid/
House For Sale,421 Blackland Rd NW,33.860262,-84.401103,Atlanta,GA,30342,"$9,500,000 ",7,13,"16,000",Berkshire Hathaway HomeServices Georgia Properties - Buckhead Office,https://www.zillow.com/homedetails/421-Blackland-Rd-NW-Atlanta-GA-30342/35907212_zpid/
New Construction,695 E Northway Ln,33.887035,-84.363857,Sandy Springs,GA,30342,"$1,125,000 ",5,6,"4,900",Berkshire Hathaway HomeServices Georgia Properties,https://www.zillow.com/homedetails/695-E-Northway-Ln-Sandy-Springs-GA-30342/35926903_zpid/
House For Sale,5067 Greenpine Dr,33.892894,-84.358546,Atlanta,GA,30342,"$3,295,000 ",7,8,"4,074",Dorsey Alston Realtors,https://www.zillow.com/homedetails/5067-Greenpine-Dr-Atlanta-GA-30342/35927275_zpid/
New Construction,261 Franklin Rd,33.886206,-84.378342,Atlanta,GA,30342,"$547,617 ",3,4,"2,200",,https://www.zillow.com/homedetails/261-Franklin-Rd-Atlanta-GA-30342/2091362525_zpid/
New Construction,263 Franklin Rd,33.885621,-84.378273,Atlanta,GA,30342,"$610,886 ",3,4,"2,700",,https://www.zillow.com/homedetails/263-Franklin-Rd-Atlanta-GA-30342/2091362511_zpid/
House For Sale,4679 Canyon Creek Trl,33.882613,-84.366069,Sandy Springs,GA,30342,"$599,900 ",4,3,"2,600",,https://www.zillow.com/homedetails/4679-Canyon-Creek-Trl-Sandy-Springs-GA-30342/35927368_zpid/
Townhouse For Sale,5553 Julian Pl,33.906784,-84.367853,Sandy Springs,GA,30342,"$450,000 ",3,4,"2,347",Dorsey Alston Realtors,https://www.zillow.com/homedetails/5553-Julian-Pl-Sandy-Springs-GA-30342/71753995_zpid/
House For Sale,4895 High Point Rd,33.888867,-84.367302,Sandy Springs,GA,30342,"$850,000 ",4,3,"3,931",,https://www.zillow.com/homedetails/4895-High-Point-Rd-Sandy-Springs-GA-30342/35926983_zpid/
House For Sale,3867 Wieuca Rd NE,33.860492,-84.36323,Atlanta,GA,30342,"$1,199,000 ",5,7,"5,458",,https://www.zillow.com/homedetails/3867-Wieuca-Rd-NE-Atlanta-GA-30342/35928064_zpid/
New Construction,122 W Wieuca Rd NE # 2,33.8855,-84.3712,Atlanta,GA,30342,"$1,061,499 ",4,5,"3,700",Mark Spain Real Estate,https://www.zillow.com/homedetails/122-W-Wieuca-Rd-NE-2-Atlanta-GA-30342/2091421129_zpid/
Townhouse For Sale,5450 Glenridge Park,33.902984,-84.349927,Atlanta,GA,30342,"$368,000 ",2,3,"1,686",,https://www.zillow.com/homedetails/5450-Glenridge-Park-Atlanta-GA-30342/69380816_zpid/
New Construction,4247 Deming Cir,33.885196,-84.378376,Atlanta,GA,30342,"$457,030 ",2,3,"1,801",,https://www.zillow.com/homedetails/4247-Deming-Cir-Atlanta-GA-30342/2091438636_zpid/
For Sale by Owner,5400 Roswell Rd # 2,33.903133,-84.379933,Sandy Springs,GA,30342,"$164,000 ",2,2,"1,324",,https://www.zillow.com/homedetails/5400-Roswell-Rd-2-Sandy-Springs-GA-30342/35940897_zpid/
House For Sale,830 Novello Ct NE,33.8973,-84.3828,Sandy Springs,GA,30342,"$817,821 ",4,4,"3,056",Engel & Volkers Buckhead Atlanta,https://www.zillow.com/homedetails/830-Novello-Ct-NE-Sandy-Springs-GA-30342/2091448590_zpid/
New Construction,4540 Jolyn Pl,33.879098,-84.378527,Sandy Springs,GA,30342,"$1,075,000 ",5,4,"3,720",Ansley Atlanta Real Estate,https://www.zillow.com/homedetails/4540-Jolyn-Pl-Sandy-Springs-GA-30342/35941392_zpid/
New Construction,830 Novello Ct NE # 6,33.8973,-84.3828,Sandy Springs,GA,30342,"$817,821 ",4,4,"3,056",Engel & Volkers Buckhead Atl.,https://www.zillow.com/homedetails/830-Novello-Ct-NE-6-Sandy-Springs-GA-30342/2091449148_zpid/
Townhouse For Sale,5565 Julian Pl,33.907196,-84.367854,Sandy Springs,GA,30342,"$485,000 ",4,4,"2,347","First United Realty of Atlanta, LLC",https://www.zillow.com/homedetails/5565-Julian-Pl-Sandy-Springs-GA-30342/71756136_zpid/
Condo For Sale,3820 Roswell Rd NE UNIT 802,33.858758,-84.381531,Atlanta,GA,30342,"$395,000 ",2,2,"1,270",Atlanta Fine Homes Sotheby's International Realty,https://www.zillow.com/homedetails/3820-Roswell-Rd-NE-UNIT-802-Atlanta-GA-30342/71756269_zpid/
House For Sale,89 Blackland Ct NW,33.857105,-84.389871,Atlanta,GA,30342,"$1,395,000 ",5,6,"6,500",BEACHAM AND COMPANY REALTORS,https://www.zillow.com/homedetails/89-Blackland-Ct-NW-Atlanta-GA-30342/35902449_zpid/
New Construction,4249 Deming Cir,33.885196,-84.378376,Atlanta,GA,30342,"$457,333 ",2,3,"1,801",,https://www.zillow.com/homedetails/4249-Deming-Cir-Atlanta-GA-30342/2091541932_zpid/
New Construction,3720 N Stratford Rd NE,33.856241,-84.368433,Atlanta,GA,30342,"$1,531,450 ",5,5,"4,376",NSD ASSOCIATES INC.,https://www.zillow.com/homedetails/3720-N-Stratford-Rd-NE-Atlanta-GA-30342/35933556_zpid/
House For Sale,212 Midvale Dr NE,33.872913,-84.379964,Atlanta,GA,30342,"$550,000 ",4,3,"2,163",,https://www.zillow.com/homedetails/212-Midvale-Dr-NE-Atlanta-GA-30342/35941672_zpid/
New Construction,4690 Canyon Creek Trl,33.882936,-84.366829,Sandy Springs,GA,30342,"$1,749,000 ",5,6,"5,779",Atlanta Fine Homes Sotheby's International Realty,https://www.zillow.com/homedetails/4690-Canyon-Creek-Trl-Sandy-Springs-GA-30342/35927374_zpid/
Townhouse For Sale,92 Old Ivy Rd NE UNIT 9,33.854695,-84.379498,Atlanta,GA,30342,"$1,245,000 ",4,5,"4,125",Engel & Volkers Buckhead Atlanta,https://www.zillow.com/homedetails/92-Old-Ivy-Rd-NE-UNIT-9-Atlanta-GA-30342/65467938_zpid/
New Construction,4263 Deming Cir,33.885196,-84.378376,Atlanta,GA,30342,"$479,889 ",2,3,"1,801",The Providence Group,https://www.zillow.com/homedetails/4263-Deming-Cir-Atlanta-GA-30342/2091728475_zpid/
New Construction,249 Franklin Rd,33.886211,-84.378866,Atlanta,GA,30342,"$525,608 ",3,4,"2,200",The Providence Group,https://www.zillow.com/homedetails/249-Franklin-Rd-Atlanta-GA-30342/2091728474_zpid/
New Construction,174 Mystic Pl,33.883458,-84.381574,Atlanta,GA,30342,"$1,595,000 ",4,5,"4,680",Atlanta Fine Homes Sotheby's International Realty,https://www.zillow.com/homedetails/174-Mystic-Pl-Atlanta-GA-30342/35941417_zpid/
House For Sale,362 Old Ivy Rd NE,33.858067,-84.374647,Atlanta,GA,30342,"$699,900 ",3,2,"1,143",KELLER KNAPP INC,https://www.zillow.com/homedetails/362-Old-Ivy-Rd-NE-Atlanta-GA-30342/35933690_zpid/
Townhouse For Sale,27 Ivy Gates NE,33.857514,-84.379977,Atlanta,GA,30342,"$289,000 ",2,3,"1,588",Atlanta Fine Homes Sotheby's International Realty,https://www.zillow.com/homedetails/27-Ivy-Gates-NE-Atlanta-GA-30342/2091849612_zpid/
House For Sale,4421 Tree Haven Dr NE,33.875659,-84.370499,Atlanta,GA,30342,"$749,900 ",4,3,"2,788",,https://www.zillow.com/homedetails/4421-Tree-Haven-Dr-NE-Atlanta-GA-30342/35934159_zpid/
New Construction,4512 Collins Ave # 10,33.8855,-84.3712,Atlanta,GA,30342,"$948,750 ",4,5,"3,700",Mark Spain Real Estate,https://www.zillow.com/homedetails/4512-Collins-Ave-10-Atlanta-GA-30342/2091941956_zpid/
House For Sale,4179 Glengary Dr NE,33.868769,-84.362634,Atlanta,GA,30342,"$1,250,000 ",5,5,"6,070",BEACHAM AND COMPANY REALTORS,https://www.zillow.com/homedetails/4179-Glengary-Dr-NE-Atlanta-GA-30342/35927815_zpid/
Condo For Sale,237 Chemin De Vie,33.89401,-84.381627,Sandy Springs,GA,30342,"$395,900 ",4,4,"2,400",Beccan Properties Realty LLC,https://www.zillow.com/homedetails/237-Chemin-De-Vie-Sandy-Springs-GA-30342/65467779_zpid/
House For Sale,153 Mystic Pl,33.882731,-84.382134,Sandy Springs,GA,30342,"$1,799,000 ",6,7,"5,297",,https://www.zillow.com/homedetails/153-Mystic-Pl-Sandy-Springs-GA-30342/35941423_zpid/
House For Sale,4016 Whittington Dr NE,33.864277,-84.372765,Atlanta,GA,30342,"$1,350,000 ",5,6,"6,586",BEACHAM AND COMPANY REALTORS,https://www.zillow.com/homedetails/4016-Whittington-Dr-NE-Atlanta-GA-30342/65467410_zpid/
House For Sale,4217 Wieuca Overlook NE,33.872104,-84.374201,Atlanta,GA,30342,"$749,900 ",5,6,"5,017",Dorsey Alston Realtors,https://www.zillow.com/homedetails/4217-Wieuca-Overlook-NE-Atlanta-GA-30342/35934270_zpid/
Condo For Sale,145 Northwood Dr APT J11,33.909703,-84.381858,Atlanta,GA,30342,"$134,900 ",4,2,"1,550",,https://www.zillow.com/homedetails/145-Northwood-Dr-APT-J11-Atlanta-GA-30342/35940655_zpid/
New Construction,261 Chastain Cmns NW DEPT 17,33.875864,-84.381737,Atlanta,GA,30342,"$1,098,500 ",5,5,"3,721",Engel & Volkers Atlanta,https://www.zillow.com/homedetails/261-Chastain-Cmns-NW-DEPT-17-Atlanta-GA-30342/2092106873_zpid/
House For Sale,4463 Wieuca Rd NE,33.873443,-84.375269,Atlanta,GA,30342,"$335,000 ",4,2,"1,150",Ansley Atlanta Real Estate,https://www.zillow.com/homedetails/4463-Wieuca-Rd-NE-Atlanta-GA-30342/35934003_zpid/
House For Sale,261 Chastain Park Dr NE,33.875864,-84.381738,Atlanta,GA,30342,"$1,098,500 ",5,5,"3,721",Engel & Volkers Atlanta,https://www.zillow.com/homedetails/261-Chastain-Park-Dr-NE-Atlanta-GA-30342/2092190265_zpid/
House For Sale,4326 Peachtree Dunwoody Rd NE,33.872725,-84.35843,Atlanta,GA,30342,"$1,249,000 ",5,6,"5,904",Atlanta Communities,https://www.zillow.com/homedetails/4326-Peachtree-Dunwoody-Rd-NE-Atlanta-GA-30342/35927549_zpid/
Condo For Sale,3820 Roswell Rd NE UNIT 510,33.858758,-84.381531,Atlanta,GA,30342,"$335,000 ",1,1,"1,215",ATLANTA COMMUNITY REAL ESTATE IN,https://www.zillow.com/homedetails/3820-Roswell-Rd-NE-UNIT-510-Atlanta-GA-30342/71754081_zpid/
New Construction,4754 Kitty Hawk Dr,33.884928,-84.385277,Atlanta,GA,30342,"$1,799,900 ",5,6,"5,167","PL Realty, LLC",https://www.zillow.com/homedetails/4754-Kitty-Hawk-Dr-Atlanta-GA-30342/35941516_zpid/
House For Sale,75 W Belle Isle Rd,33.890377,-84.384358,Sandy Springs,GA,30342,"$750,000 ",3,4,"3,895",Dorsey Alston Realtors,https://www.zillow.com/homedetails/75-W-Belle-Isle-Rd-Sandy-Springs-GA-30342/65467782_zpid/
House For Sale,4270 Olde Mill Ln NE,33.870601,-84.374196,Atlanta,GA,30342,"$1,195,000 ",4,5,"5,369",Dorsey Alston Realtors,https://www.zillow.com/homedetails/4270-Olde-Mill-Ln-NE-Atlanta-GA-30342/35934039_zpid/
New Construction,4064 Northside Dr NW,33.865849,-84.406556,Atlanta,GA,30342,"$2,895,000 ",6,8,"6,268",Dorsey Alston Realtors,https://www.zillow.com/homedetails/4064-Northside-Dr-NW-Atlanta-GA-30342/35911611_zpid/
House For Sale,366 Blackland Rd NW,33.858294,-84.399707,Atlanta,GA,30342,"$1,495,000 ",4,5,"3,554",,https://www.zillow.com/homedetails/366-Blackland-Rd-NW-Atlanta-GA-30342/35907222_zpid/
House For Sale,4027 Mcclatchey Cir NE,33.872556,-84.367829,Atlanta,GA,30342,"$1,079,900 ",5,6,"5,629",RENEE KUNKLER REALTY,https://www.zillow.com/homedetails/4027-Mcclatchey-Cir-NE-Atlanta-GA-30342/35927573_zpid/
New Construction,122 W Wieuca Rd NE,33.878916,-84.382757,Atlanta,GA,30342,"$1,061,499 ",4,5,"3,700",,https://www.zillow.com/homedetails/122-W-Wieuca-Rd-NE-Atlanta-GA-30342/2098004165_zpid/
New Construction,4512 Collins Ave,33.878916,-84.382757,Atlanta,GA,30342,"$948,750 ",4,5,"3,700",,https://www.zillow.com/homedetails/4512-Collins-Ave-Atlanta-GA-30342/2097734653_zpid/
New Construction,828 Novello Ct NE # 7,33.8855,-84.3712,Sandy Springs,GA,30342,"$774,900 ",5,8,"2,858",Engel & Volkers Buckhead Atl.,https://www.zillow.com/homedetails/828-Novello-Ct-NE-7-Sandy-Springs-GA-30342/2092373883_zpid/
House For Sale,3886 Northside Dr NW,33.861892,-84.40535,Atlanta,GA,30342,"$4,500,000 ",2,4,"4,804",,https://www.zillow.com/homedetails/3886-Northside-Dr-NW-Atlanta-GA-30342/35907030_zpid/
House For Sale,895 Starlight Dr,33.881857,-84.358279,Atlanta,GA,30342,"$500,000 ",3,2,"2,013",,https://www.zillow.com/homedetails/895-Starlight-Dr-Atlanta-GA-30342/35927398_zpid/
House For Sale,4350 N Buckhead Dr NE,33.877175,-84.367716,Atlanta,GA,30342,"$1,035,000 ",5,5,"5,351",,https://www.zillow.com/homedetails/4350-N-Buckhead-Dr-NE-Atlanta-GA-30342/35927757_zpid/
Townhouse For Sale,721 Longleaf Dr NE UNIT 2,33.855285,-84.36396,Atlanta,GA,30342,"$999,000 ",3,4,"3,453",,https://www.zillow.com/homedetails/721-Longleaf-Dr-NE-UNIT-2-Atlanta-GA-30342/124851350_zpid/
House For Sale,586 Starlight Dr NE,33.877242,-84.36331,Atlanta,GA,30342,"$729,000 ",4,4,"3,070",Atlanta Fine Homes Sotheby's International Realty,https://www.zillow.com/homedetails/586-Starlight-Dr-NE-Atlanta-GA-30342/35927685_zpid/
House For Sale,5100 Northland Dr,33.89397,-84.363475,Atlanta,GA,30342,"$700,000 ",4,3,"3,500",,https://www.zillow.com/homedetails/5100-Northland-Dr-Atlanta-GA-30342/35927277_zpid/
For Sale by Owner,271 Lakemoore Dr NE APT B,33.864971,-84.378557,Atlanta,GA,30342,"$199,900 ",2,2,"1,168",,https://www.zillow.com/homedetails/271-Lakemoore-Dr-NE-APT-B-Atlanta-GA-30342/35942272_zpid/
New Construction,345 Pine Forest Rd,33.879176,-84.375282,Sandy Springs,GA,30342,"$1,245,000 ",5,5,"4,192",Atlanta Fine Homes Sotheby's International Realty,https://www.zillow.com/homedetails/345-Pine-Forest-Rd-Sandy-Springs-GA-30342/2092568565_zpid/
New Construction,335 Pine Forest Rd,33.879144,-84.375452,Sandy Springs,GA,30342,"$1,239,000 ",5,6,"4,311",Atlanta Fine Homes Sotheby's International Realty,https://www.zillow.com/homedetails/335-Pine-Forest-Rd-Sandy-Springs-GA-30342/2092568582_zpid/
House For Sale,220 Northland Ridge Trl,33.891523,-84.358878,Sandy Springs,GA,30342,"$899,900 ",5,6,"5,150",Coldwell Banker Residential Brokerage - Perimeter,https://www.zillow.com/homedetails/220-Northland-Ridge-Trl-Sandy-Springs-GA-30342/35927283_zpid/
New Construction,851 Loridans Dr NE,33.87352,-84.359159,Atlanta,GA,30342,"$1,899,000 ",5,7,"5,260",,https://www.zillow.com/homedetails/851-Loridans-Dr-NE-Atlanta-GA-30342/125825675_zpid/
Condo For Sale,4517 Wieuca Rd NE UNIT 4517,33.874154,-84.376771,Atlanta,GA,30342,"$525,000 ",3,3,"2,425",Berkshire Hathaway HomeServices Georgia Properties - Alpharetta / North Fulton,https://www.zillow.com/homedetails/4517-Wieuca-Rd-NE-UNIT-4517-Atlanta-GA-30342/2092673338_zpid/
New Construction,4223 Deming Cir,33.885196,-84.378376,Atlanta,GA,30342,"$449,297 ",2,3,"1,801",,https://www.zillow.com/homedetails/4223-Deming-Cir-Atlanta-GA-30342/2092788088_zpid/
House For Sale,4772 Wieuca Rd NE,33.875844,-84.383195,Atlanta,GA,30342,"$1,165,247 ",4,5,"3,472",Engel & Volkers Atlanta,https://www.zillow.com/homedetails/4772-Wieuca-Rd-NE-Atlanta-GA-30342/2092885606_zpid/
House For Sale,4232 Tuxedo Forest Dr NW,33.870756,-84.40233,Atlanta,GA,30342,"$695,000 ",4,3,"2,592",,https://www.zillow.com/homedetails/4232-Tuxedo-Forest-Dr-NW-Atlanta-GA-30342/2092941629_zpid/
Condo For Sale,4517 Wieuca Rd NE,33.873453,-84.377147,Atlanta,GA,30342,"$525,000 ",3,3,"2,425",Berkshire Hathaway HomeServices Georgia Properties - Alpharetta / North Fulton,https://www.zillow.com/homedetails/4517-Wieuca-Rd-NE-Atlanta-GA-30342/35934005_zpid/
Townhouse For Sale,4517 Wieuca Rd NE # 4517,33.874154,-84.376771,Atlanta,GA,30342,"$525,000 ",3,3,"2,425",Berkshire Hathaway HomeServices Georgia Properties,https://www.zillow.com/homedetails/4517-Wieuca-Rd-NE-4517-Atlanta-GA-30342/2092958245_zpid/
New Construction,4772 Wieuca Rd NE # 22,33.875844,-84.383195,Atlanta,GA,30342,"$1,165,247 ",4,5,"3,472",Engel & Volkers Atlanta,https://www.zillow.com/homedetails/4772-Wieuca-Rd-NE-22-Atlanta-GA-30342/2092970611_zpid/
New Construction,3931 Sheldon Dr NE,33.861442,-84.376616,Atlanta,GA,30342,"$1,699,000 ",5,6,"4,742",,https://www.zillow.com/homedetails/3931-Sheldon-Dr-NE-Atlanta-GA-30342/35933581_zpid/
House For Sale,4075 Northside Dr NW,33.866911,-84.405523,Atlanta,GA,30342,"$999,900 ",5,4,"4,054",,https://www.zillow.com/homedetails/4075-Northside-Dr-NW-Atlanta-GA-30342/35906907_zpid/
House For Sale,4261 Olde Mill Ln NE,33.870618,-84.374761,Atlanta,GA,30342,"$1,245,000 ",4,5,"5,133",,https://www.zillow.com/homedetails/4261-Olde-Mill-Ln-NE-Atlanta-GA-30342/35934036_zpid/
New Construction,4067 Land O Lakes Dr NE,33.8634,-84.379222,Atlanta,GA,30342,"$1,698,000 ",5,6,"4,600",,https://www.zillow.com/homedetails/4067-Land-O-Lakes-Dr-NE-Atlanta-GA-30342/35942145_zpid/
House For Sale,115 Blackland Rd NW,33.858243,-84.389443,Atlanta,GA,30342,"$1,099,000 ",4,4,"3,150",,https://www.zillow.com/homedetails/115-Blackland-Rd-NW-Atlanta-GA-30342/35902479_zpid/
House For Sale,258 Pineland Rd NW,33.864924,-84.395349,Atlanta,GA,30342,"$975,000 ",3,3,"2,517",RE/MAX Around Atlanta,https://www.zillow.com/homedetails/258-Pineland-Rd-NW-Atlanta-GA-30342/35902642_zpid/
House For Sale,130 High Point Walk,33.892076,-84.366758,Sandy Springs,GA,30342,"$1,190,000 ",4,6,"3,590",Atlanta Fine Homes Sotheby's International Realty,https://www.zillow.com/homedetails/130-High-Point-Walk-Sandy-Springs-GA-30342/35927322_zpid/
